date	mois	an	lieu	rr	etp	tempm	tempn	tempx
12/07/2012	juillet	2012	ermitage	0	2.2	20.4	16.7	27.3
13/07/2012	juillet	2012	ermitage	0	2.8	NA	16.8	27.5
14/07/2012	juillet	2012	ermitage	0	2	21.5	18.2	27.8
15/07/2012	juillet	2012	ermitage	0	1.7	20.6	17.5	25.4
16/07/2012	juillet	2012	ermitage	0	1.4	20.9	17.6	26.3
17/07/2012	juillet	2012	ermitage	0	2.2	21.9	17.5	29.4
18/07/2012	juillet	2012	ermitage	0.5	2.1	22	18.4	26.6
19/07/2012	juillet	2012	ermitage	0	2.3	21.9	18.6	27.6
20/07/2012	juillet	2012	ermitage	0	2.4	22.1	18.1	28.8
21/07/2012	juillet	2012	ermitage	0.5	2.4	21.2	18.3	27.3
22/07/2012	juillet	2012	ermitage	0	2.5	21.7	18.3	27.8
23/07/2012	juillet	2012	ermitage	0	2.3	21.2	17.6	28.5
24/07/2012	juillet	2012	ermitage	0	2.3	20.8	16.9	28
25/07/2012	juillet	2012	ermitage	0	2.4	21.3	17.3	27.9
26/07/2012	juillet	2012	ermitage	0	2.7	20.6	17	27.9
27/07/2012	juillet	2012	ermitage	0	2.9	20.6	16.1	27.8
28/07/2012	juillet	2012	ermitage	0	2.5	22.2	18.2	28
29/07/2012	juillet	2012	ermitage	0	1.9	21.8	18.4	26.8
30/07/2012	juillet	2012	ermitage	0	2.6	21.5	17.6	27.6
31/07/2012	juillet	2012	ermitage	0	2.6	21.7	17.8	27.9
01/08/2012	août	2012	ermitage	0	3.3	21.8	18.2	28.1
02/08/2012	août	2012	ermitage	0	2.6	22.4	17.9	28.7
03/08/2012	août	2012	ermitage	0	2.7	21.2	17.5	26.8
04/08/2012	août	2012	ermitage	0	3	21.2	17.1	27
05/08/2012	août	2012	ermitage	0	2.4	21.3	17.3	27.7
06/08/2012	août	2012	ermitage	0	1.6	21.1	16.8	27.2
07/08/2012	août	2012	ermitage	0	2.9	21.2	17.3	25.9
08/08/2012	août	2012	ermitage	0	2.7	22	18.5	28
09/08/2012	août	2012	ermitage	0	2.6	21.9	18	29.4
10/08/2012	août	2012	ermitage	0	3	21	17	27.7
11/08/2012	août	2012	ermitage	0	2.9	20.6	16.3	27.5
12/08/2012	août	2012	ermitage	0	2.1	20.5	17.1	26.8
13/08/2012	août	2012	ermitage	0	4	NA	17	27.3
14/08/2012	août	2012	ermitage	0	2.9	21.6	17.6	28.4
15/08/2012	août	2012	ermitage	0	2.5	20.7	16.8	27.4
16/08/2012	août	2012	ermitage	0	3	21.4	17.3	28.3
17/08/2012	août	2012	ermitage	0	3.2	21.3	17.3	27.5
18/08/2012	août	2012	ermitage	0	2.5	20.7	18.1	26.2
19/08/2012	août	2012	ermitage	0	2.6	20.9	16.6	27.2
20/08/2012	août	2012	ermitage	0	2.5	21	17.7	26.8
21/08/2012	août	2012	ermitage	0	2.6	20.2	16.5	26.4
22/08/2012	août	2012	ermitage	0	2.9	20.5	16.2	28
23/08/2012	août	2012	ermitage	0	2.8	20.9	16.7	26.5
24/08/2012	août	2012	ermitage	0	2.1	20.9	18.8	25.6
25/08/2012	août	2012	ermitage	0	2.2	20	16.5	25
26/08/2012	août	2012	ermitage	0	2.3	20.1	16.7	25.7
27/08/2012	août	2012	ermitage	0	2.8	20.7	16.9	26.6
28/08/2012	août	2012	ermitage	0	2	20.7	17.4	25.4
30/08/2012	août	2012	ermitage	0	2.9	20.6	16.3	26.7
31/08/2012	août	2012	ermitage	0	3.3	21.1	16.5	27.8
01/09/2012	septembre	2012	ermitage	0	2.8	20.7	16.4	26.9
02/09/2012	septembre	2012	ermitage	0	3.5	22	17.2	28.1
03/09/2012	septembre	2012	ermitage	0	3.5	22.1	17.4	29
04/09/2012	septembre	2012	ermitage	0	4.4	21.9	17.6	28.7
05/09/2012	septembre	2012	ermitage	0	4	21.5	16.8	28.7
06/09/2012	septembre	2012	ermitage	0	3.5	21.5	17.5	26.8
07/09/2012	septembre	2012	ermitage	0	3.9	20.5	16.2	26.7
08/09/2012	septembre	2012	ermitage	0	2.8	20.8	16.4	27.3
09/09/2012	septembre	2012	ermitage	0	2.8	21	17.9	27.5
10/09/2012	septembre	2012	ermitage	0	2.7	20.2	16.5	25.4
11/09/2012	septembre	2012	ermitage	0	2.5	21.4	17.3	26.1
12/09/2012	septembre	2012	ermitage	0	2.6	21	17.4	27.2
13/09/2012	septembre	2012	ermitage	0	3	21.5	17.4	28.1
14/09/2012	septembre	2012	ermitage	0	3.6	21.7	17.6	28
15/09/2012	septembre	2012	ermitage	0	2.4	22	18.3	27.2
16/09/2012	septembre	2012	ermitage	0	2.5	21.4	18	28.2
17/09/2012	septembre	2012	ermitage	0	3.6	22	17.8	29
18/09/2012	septembre	2012	ermitage	0	3.6	21.8	17.7	29
19/09/2012	septembre	2012	ermitage	0	2.7	21.7	17.6	27.9
20/09/2012	septembre	2012	ermitage	0	2.6	21	17.3	27.6
21/09/2012	septembre	2012	ermitage	0	2.1	20.6	17.3	25.6
22/09/2012	septembre	2012	ermitage	0	4	21.5	17.2	28.9
23/09/2012	septembre	2012	ermitage	0	2.9	21.2	17.1	27.6
24/09/2012	septembre	2012	ermitage	0	2.7	20.9	17.6	25.9
25/09/2012	septembre	2012	ermitage	0	3.5	22.6	17.1	29.5
26/09/2012	septembre	2012	ermitage	0	2.4	22.2	18.4	29.2
27/09/2012	septembre	2012	ermitage	0	4.1	22.5	18.4	28.8
28/09/2012	septembre	2012	ermitage	0	4.5	22.6	18	29
29/09/2012	septembre	2012	ermitage	0	3	21.1	17.1	26.9
30/09/2012	septembre	2012	ermitage	0	3.3	21	16.7	27.4
01/10/2012	octobre	2012	ermitage	0	2.7	21.9	17.8	27.8
02/10/2012	octobre	2012	ermitage	0	3.5	21.6	17.3	27.3
03/10/2012	octobre	2012	ermitage	0	3.1	21.8	17.4	28.8
04/10/2012	octobre	2012	ermitage	0	3	21.5	17.6	27.9
05/10/2012	octobre	2012	ermitage	0	2.2	21.6	17.9	25.5
06/10/2012	octobre	2012	ermitage	0	2.3	22.3	19.2	26.3
07/10/2012	octobre	2012	ermitage	0	3.5	22.6	19.3	28.8
08/10/2012	octobre	2012	ermitage	0	4.3	22.6	18.1	27.9
09/10/2012	octobre	2012	ermitage	0	2.9	22.6	20.3	27.7
10/10/2012	octobre	2012	ermitage	0	2.3	22	19.3	26.6
11/10/2012	octobre	2012	ermitage	0	3	22.6	17.9	29.3
12/10/2012	octobre	2012	ermitage	0	2.6	22.2	18.7	27.6
13/10/2012	octobre	2012	ermitage	0	2.2	21.2	17.7	27
14/10/2012	octobre	2012	ermitage	0.5	4.3	22.3	17.1	29
15/10/2012	octobre	2012	ermitage	0	4.7	22.8	17.8	28.6
16/10/2012	octobre	2012	ermitage	0	3.1	22.6	18.7	28.6
17/10/2012	octobre	2012	ermitage	0	4	23.1	18.4	29.2
18/10/2012	octobre	2012	ermitage	1.5	3.4	24.1	21.1	28.9
19/10/2012	octobre	2012	ermitage	0	2.7	24.4	21.7	28.1
20/10/2012	octobre	2012	ermitage	0	2.8	24	21.7	28.2
21/10/2012	octobre	2012	ermitage	0	3.2	22.7	19.4	27.2
22/10/2012	octobre	2012	ermitage	0	3.4	22.8	19	27.9
23/10/2012	octobre	2012	ermitage	0	4.8	23	18.1	29
24/10/2012	octobre	2012	ermitage	0	3.6	22.7	17.1	29.4
25/10/2012	octobre	2012	ermitage	0	3.3	22.3	18.7	26.6
26/10/2012	octobre	2012	ermitage	0	3.9	23.5	18.9	30
27/10/2012	octobre	2012	ermitage	0	4.1	23.4	19	29.5
28/10/2012	octobre	2012	ermitage	3.5	2.3	22.1	18.7	27
29/10/2012	octobre	2012	ermitage	0	2.7	22.1	18.7	26.4
30/10/2012	octobre	2012	ermitage	0	4.1	22.8	18.1	29.3
31/10/2012	octobre	2012	ermitage	0	4.3	23.8	18.7	30.3
01/11/2012	novembre	2012	ermitage	0	4	24	19.5	31.3
02/11/2012	novembre	2012	ermitage	0	5.3	23.6	19.1	29.4
03/11/2012	novembre	2012	ermitage	5	2.6	21.3	19.3	26.4
04/11/2012	novembre	2012	ermitage	0	4	23.5	20.4	29.9
05/11/2012	novembre	2012	ermitage	0	5.2	23.2	18.2	29
06/11/2012	novembre	2012	ermitage	0	3.5	23.5	19.2	30.2
07/11/2012	novembre	2012	ermitage	0	2.8	23.1	19.4	28.4
08/11/2012	novembre	2012	ermitage	0	4.4	24.4	19.5	32.1
09/11/2012	novembre	2012	ermitage	0	4.9	24.5	19.3	32
10/11/2012	novembre	2012	ermitage	23.5	3.1	23.6	19.5	28.9
11/11/2012	novembre	2012	ermitage	2	2.1	23.2	21.5	26.6
12/11/2012	novembre	2012	ermitage	0	3.1	24.4	21.1	29.7
13/11/2012	novembre	2012	ermitage	0	3.2	24.1	21	28.7
14/11/2012	novembre	2012	ermitage	0	2.5	23.8	20.8	28.7
15/11/2012	novembre	2012	ermitage	0	2.5	23.4	20.1	29.2
16/11/2012	novembre	2012	ermitage	0	2.7	23.7	19.8	28.8
17/11/2012	novembre	2012	ermitage	0	5	24.6	20.5	30.7
18/11/2012	novembre	2012	ermitage	0	3	23.6	19.9	29.6
19/11/2012	novembre	2012	ermitage	0	4.4	23.8	19.3	30.1
20/11/2012	novembre	2012	ermitage	0	5.1	NA	20.2	30
21/11/2012	novembre	2012	ermitage	0	5.2	24.7	20.9	29.5
22/11/2012	novembre	2012	ermitage	0	5.2	24.2	20	29.5
23/11/2012	novembre	2012	ermitage	0	4.9	24.4	20	31
24/11/2012	novembre	2012	ermitage	0	2.9	23.6	20	28.3
25/11/2012	novembre	2012	ermitage	0	3.9	24.2	19.9	29.2
26/11/2012	novembre	2012	ermitage	0	3.4	24.3	20.2	29.6
27/11/2012	novembre	2012	ermitage	21.5	5	25.3	20.2	32.4
28/11/2012	novembre	2012	ermitage	0	5.5	24.3	19.8	30.4
29/11/2012	novembre	2012	ermitage	0	3.3	24.1	20	29.4
30/11/2012	novembre	2012	ermitage	0	5	24.5	20.4	31.2
