date	mois	an	lieu	rr	etp	tempm	tempn	tempx
26/10/2011	octobre	2011	LEGTA	0	5.2	24.4	21.3	30.1
27/10/2011	octobre	2011	LEGTA	0	3.3	23.5	19.5	30
28/10/2011	octobre	2011	LEGTA	0	4.9	24.8	19.5	31.3
29/10/2011	octobre	2011	LEGTA	0	5.2	23.8	18.3	30.6
30/10/2011	octobre	2011	LEGTA	0	2.2	22.1	19.3	26.6
31/10/2011	octobre	2011	LEGTA	0	4.5	22.5	18.2	29.9
01/11/2011	novembre	2011	LEGTA	0	5.1	22.9	17.3	29.3
02/11/2011	novembre	2011	LEGTA	0	4.6	22.8	18.5	28.8
03/11/2011	novembre	2011	LEGTA	0	5	23	18.2	28.1
04/11/2011	novembre	2011	LEGTA	0	2.9	22.8	18.1	28.5
06/11/2011	novembre	2011	LEGTA	0	4	24.3	18.7	30.7
07/11/2011	novembre	2011	LEGTA	8.5	2.9	23.2	19.2	30.1
08/11/2011	novembre	2011	LEGTA	0	3.3	23.8	19.1	31.6
09/11/2011	novembre	2011	LEGTA	0	3.4	24	20.5	30.4
10/11/2011	novembre	2011	LEGTA	0	3.2	23.6	20.2	29.8
12/11/2011	novembre	2011	LEGTA	0	2.8	23.7	19.9	28.8
13/11/2011	novembre	2011	LEGTA	0	4.9	25.2	20.5	32.1
14/11/2011	novembre	2011	LEGTA	0	4.8	25.5	20.1	32.1
15/11/2011	novembre	2011	LEGTA	0	5.2	25.9	21	31
16/11/2011	novembre	2011	LEGTA	0	2.5	24.8	21.7	31.1
17/11/2011	novembre	2011	LEGTA	1	1.9	23.9	21.3	28.6
18/11/2011	novembre	2011	LEGTA	0	1.9	23.3	20.2	27.6
19/11/2011	novembre	2011	LEGTA	0	2.7	23.6	19.6	29.5
20/11/2011	novembre	2011	LEGTA	0	3.5	24.1	19.8	29.7
21/11/2011	novembre	2011	LEGTA	0	3.4	25	20.8	32.1
22/11/2011	novembre	2011	LEGTA	4.5	5.2	25.5	21.1	31.9
23/11/2011	novembre	2011	LEGTA	38.5	2.6	23.4	20	29.2
24/11/2011	novembre	2011	LEGTA	54	1.8	22.7	20.1	29.2
25/11/2011	novembre	2011	LEGTA	0	4.9	25.2	20.1	31
26/11/2011	novembre	2011	LEGTA	0	4.2	25.2	20.5	30.9
27/11/2011	novembre	2011	LEGTA	0	3.3	24.6	20.6	31
28/11/2011	novembre	2011	LEGTA	0	3.5	24.4	20.3	30.3
29/11/2011	novembre	2011	LEGTA	0	1.5	24.1	21.2	27.9
30/11/2011	novembre	2011	LEGTA	0	4.1	25.5	22	31.2
01/12/2011	décembre	2011	LEGTA	0	2.6	24.6	21.3	29.3
02/12/2011	décembre	2011	LEGTA	0	1.8	23.2	19.5	27.9
03/12/2011	décembre	2011	LEGTA	1.5	4	24.2	21.1	31.2
04/12/2011	décembre	2011	LEGTA	0	3.2	23.7	19.6	29.2
05/12/2011	décembre	2011	LEGTA	0	1.8	23.5	20.2	28.5
06/12/2011	décembre	2011	LEGTA	0	1.8	23.8	20.1	28.3
07/12/2011	décembre	2011	LEGTA	0	2.6	24.5	21	29
08/12/2011	décembre	2011	LEGTA	0	2.6	24.4	20.8	30.6
09/12/2011	décembre	2011	LEGTA	0	2.6	24.5	20.7	29.5
10/12/2011	décembre	2011	LEGTA	0	2.1	23.9	21.2	28.9
11/12/2011	décembre	2011	LEGTA	0	2.7	24.6	20.7	29.9
12/12/2011	décembre	2011	LEGTA	0	4.6	25.3	20.4	31
13/12/2011	décembre	2011	LEGTA	0	4.1	25.7	21.5	31.2
15/12/2011	décembre	2011	LEGTA	0	2.4	25.1	21.8	30
16/12/2011	décembre	2011	LEGTA	0	4.3	24.8	21.4	30.8
17/12/2011	décembre	2011	LEGTA	0	4.1	24.5	20.8	30.9
18/12/2011	décembre	2011	LEGTA	0	5.9	26.1	20.8	31.3
19/12/2011	décembre	2011	LEGTA	25.5	3.3	25.5	21.2	30.3
20/12/2011	décembre	2011	LEGTA	0	4	26	20.2	33.2
21/12/2011	décembre	2011	LEGTA	1.5	5.1	26.8	22.1	32.8
22/12/2011	décembre	2011	LEGTA	0	5.5	26.4	21.3	32.5
23/12/2011	décembre	2011	LEGTA	0	2.2	24.6	22	30.2
24/12/2011	décembre	2011	LEGTA	0	2.8	24.9	20.6	30.4
26/12/2011	décembre	2011	LEGTA	1.5	3.2	24.4	21	30.8
27/12/2011	décembre	2011	LEGTA	4.5	3	24.4	21.1	30.1
28/12/2011	décembre	2011	LEGTA	0	4	24.8	20.4	31.9
29/12/2011	décembre	2011	LEGTA	0	3.8	25.2	20.7	31.4
31/12/2011	décembre	2011	LEGTA	0	4.4	26.5	22.6	31.7
01/07/2011	juillet	2011	pierrefonds	0	2.1	21.3	16.4	28.1
02/07/2011	juillet	2011	pierrefonds	0	2.2	23.1	17.5	31.5
03/07/2011	juillet	2011	pierrefonds	0	1.9	22.3	18.3	28.6
04/07/2011	juillet	2011	pierrefonds	4.5	2.2	22.5	18.6	29.1
05/07/2011	juillet	2011	pierrefonds	9.5	1.3	19.4	18.5	21.3
06/07/2011	juillet	2011	pierrefonds	0	1.9	20.3	16	26.1
07/07/2011	juillet	2011	pierrefonds	5	2.1	20.8	15.6	28.9
08/07/2011	juillet	2011	pierrefonds	0	2	20.3	17.1	26.9
09/07/2011	juillet	2011	pierrefonds	7.5	2.3	19.7	15.5	26.2
10/07/2011	juillet	2011	pierrefonds	0.5	2.4	20.3	16.1	26.3
11/07/2011	juillet	2011	pierrefonds	0	2	19.9	17.1	25.8
12/07/2011	juillet	2011	pierrefonds	0.5	1.7	19.4	16.8	24.4
13/07/2011	juillet	2011	pierrefonds	0.5	2	19.7	15.5	24.8
14/07/2011	juillet	2011	pierrefonds	0	2.5	19.3	15.2	25.7
15/07/2011	juillet	2011	pierrefonds	0	2	20.3	13.9	28.4
16/07/2011	juillet	2011	pierrefonds	0	2.3	20.7	15.9	27.7
17/07/2011	juillet	2011	pierrefonds	0	2.2	21.1	15.8	28.4
18/07/2011	juillet	2011	pierrefonds	0	3.1	22.2	17.1	28.1
19/07/2011	juillet	2011	pierrefonds	0	3.2	22.4	18.6	28.4
20/07/2011	juillet	2011	pierrefonds	0	2.2	21.7	17.8	28.4
21/07/2011	juillet	2011	pierrefonds	0	2.5	22.1	17.3	30
22/07/2011	juillet	2011	pierrefonds	0	2.8	22.2	17.6	28
23/07/2011	juillet	2011	pierrefonds	1.5	3.3	21.1	17.4	26.8
24/07/2011	juillet	2011	pierrefonds	2	2.3	19.7	16.2	26.4
25/07/2011	juillet	2011	pierrefonds	0	1.9	20	16.2	25.7
26/07/2011	juillet	2011	pierrefonds	0	2.1	20.7	15.6	26.9
27/07/2011	juillet	2011	pierrefonds	0	1.6	20.8	16.1	26.1
28/07/2011	juillet	2011	pierrefonds	0	1.9	21.4	16.5	28.3
29/07/2011	juillet	2011	pierrefonds	0	2.2	21.5	16.4	29.3
30/07/2011	juillet	2011	pierrefonds	0	2.6	22.1	17.2	27.8
31/07/2011	juillet	2011	pierrefonds	0	2.1	22	18.5	28.5
01/08/2011	août	2011	pierrefonds	0	2.4	21.9	17.6	28
02/08/2011	août	2011	pierrefonds	0	2.7	21.6	17.1	27.5
03/08/2011	août	2011	pierrefonds	3.5	2.8	20.1	15.5	25.3
04/08/2011	août	2011	pierrefonds	0.5	2.4	21	16.5	25
05/08/2011	août	2011	pierrefonds	0	3.1	21.5	18.6	26.6
06/08/2011	août	2011	pierrefonds	0	2.2	21	15.5	27.7
07/08/2011	août	2011	pierrefonds	0	3.1	21	16.5	27.7
08/08/2011	août	2011	pierrefonds	0	3.3	21.2	16.7	27
09/08/2011	août	2011	pierrefonds	0	2	21	15.6	27.7
10/08/2011	août	2011	pierrefonds	0	3.3	21.6	18.4	27.4
11/08/2011	août	2011	pierrefonds	0	3.4	21.9	16.9	28.6
12/08/2011	août	2011	pierrefonds	0	3	22.5	18.1	28.5
13/08/2011	août	2011	pierrefonds	0	3.4	22.6	18.1	28.2
14/08/2011	août	2011	pierrefonds	2.5	2.1	21.9	18	27.9
15/08/2011	août	2011	pierrefonds	0	3.5	21.9	17	28.1
16/08/2011	août	2011	pierrefonds	0	2.8	22.1	18.1	28.1
17/08/2011	août	2011	pierrefonds	0	2.4	21.7	17.2	27.8
18/08/2011	août	2011	pierrefonds	0	2.9	21.7	16.5	28.3
19/08/2011	août	2011	pierrefonds	0	3.6	21.9	16.7	28.3
20/08/2011	août	2011	pierrefonds	0	3.9	21.5	16.1	28.5
21/08/2011	août	2011	pierrefonds	0	3.2	22.1	17.7	28
22/08/2011	août	2011	pierrefonds	0	3.1	21.7	17.7	28.1
23/08/2011	août	2011	pierrefonds	4.5	3.3	20.8	16	26.9
24/08/2011	août	2011	pierrefonds	0	2.3	19.6	16.4	25.3
25/08/2011	août	2011	pierrefonds	0	2.6	20.7	16.9	26
26/08/2011	août	2011	pierrefonds	0	2.9	20.1	15.5	26.2
27/08/2011	août	2011	pierrefonds	0	3.1	21.3	16.3	27.5
28/08/2011	août	2011	pierrefonds	0	3.6	21.1	15.6	26.5
29/08/2011	août	2011	pierrefonds	1	2.1	20	15.2	24.2
30/08/2011	août	2011	pierrefonds	0	3.7	20.9	15.9	26.2
31/08/2011	août	2011	pierrefonds	0.5	4	20.6	15.3	25.9
01/09/2011	septembre	2011	pierrefonds	0	4	21.1	14.9	26
02/09/2011	septembre	2011	pierrefonds	0	3.9	21.1	16.2	26.8
03/09/2011	septembre	2011	pierrefonds	0	3.3	21.9	16.2	28.4
04/09/2011	septembre	2011	pierrefonds	0	3.2	22.3	16.3	29.8
05/09/2011	septembre	2011	pierrefonds	0	3.5	22.7	18.1	28.2
06/09/2011	septembre	2011	pierrefonds	0	3.7	22.2	17.8	27.1
07/09/2011	septembre	2011	pierrefonds	0	2.4	21	17.6	26.8
08/09/2011	septembre	2011	pierrefonds	0	3.7	21.6	17.2	27.2
09/09/2011	septembre	2011	pierrefonds	0	2.8	20.8	17.8	26.5
10/09/2011	septembre	2011	pierrefonds	0	4	20.9	15.6	26.9
11/09/2011	septembre	2011	pierrefonds	0	3.9	20.9	18.4	25.6
12/09/2011	septembre	2011	pierrefonds	0	4.3	21.2	15.1	27.3
13/09/2011	septembre	2011	pierrefonds	0	4.1	20.6	14.8	26.4
14/09/2011	septembre	2011	pierrefonds	0	4.7	20.8	14.1	28.3
15/09/2011	septembre	2011	pierrefonds	0	3.7	21.6	14.7	29.3
16/09/2011	septembre	2011	pierrefonds	0	4.6	21.3	14.9	28.1
17/09/2011	septembre	2011	pierrefonds	4.5	2.6	21.4	16.1	27
18/09/2011	septembre	2011	pierrefonds	7.5	3.4	19.7	16.8	25.7
19/09/2011	septembre	2011	pierrefonds	0	3.6	21.1	14.5	27.4
20/09/2011	septembre	2011	pierrefonds	0	3.9	22.1	17.7	28.3
21/09/2011	septembre	2011	pierrefonds	0	3.6	23.3	17.6	28.5
22/09/2011	septembre	2011	pierrefonds	0	4.1	23	18.3	28.1
23/09/2011	septembre	2011	pierrefonds	0	4	22.2	16.5	28
24/09/2011	septembre	2011	pierrefonds	0	3.9	22.4	17.1	28.5
25/09/2011	septembre	2011	pierrefonds	0	3.4	22.3	17.1	28.3
26/09/2011	septembre	2011	pierrefonds	0.5	3.6	21.1	16.8	26.2
27/09/2011	septembre	2011	pierrefonds	0	3.1	22.3	15.8	28.4
28/09/2011	septembre	2011	pierrefonds	0	4.2	22.2	16.1	28.5
29/09/2011	septembre	2011	pierrefonds	0	4.4	21.6	16.7	27.1
30/09/2011	septembre	2011	pierrefonds	0	4.3	22.3	15	29
01/10/2011	octobre	2011	pierrefonds	0	2.9	22.6	17.6	29.7
02/10/2011	octobre	2011	pierrefonds	0	5.1	22.5	15.5	29
03/10/2011	octobre	2011	pierrefonds	0	4.4	23.4	15.5	29.2
04/10/2011	octobre	2011	pierrefonds	0	3.1	23.1	16.5	29.5
05/10/2011	octobre	2011	pierrefonds	0	4	23.6	17.1	29
06/10/2011	octobre	2011	pierrefonds	3.5	4.1	23.5	17.3	29.8
07/10/2011	octobre	2011	pierrefonds	2.5	1.6	20.7	16.7	26.3
08/10/2011	octobre	2011	pierrefonds	0.5	3.9	20.7	17.5	26.1
09/10/2011	octobre	2011	pierrefonds	0	3.9	21	16.2	25.6
10/10/2011	octobre	2011	pierrefonds	0	4.6	21.9	17.5	26.6
11/10/2011	octobre	2011	pierrefonds	0	4.9	21.7	15.7	27.2
12/10/2011	octobre	2011	pierrefonds	0	3.6	22.6	15.9	29
13/10/2011	octobre	2011	pierrefonds	0	3	23.2	19.6	28.7
14/10/2011	octobre	2011	pierrefonds	0	4.8	22.2	16.1	27.2
15/10/2011	octobre	2011	pierrefonds	0	4.7	22.3	18.4	27.5
16/10/2011	octobre	2011	pierrefonds	0	3.6	22.5	16.5	29
17/10/2011	octobre	2011	pierrefonds	0	4.3	23.3	15.9	30.2
20/10/2011	octobre	2011	pierrefonds	0	5	24.9	18.9	30
21/10/2011	octobre	2011	pierrefonds	0	4.7	24.1	18.2	29.6
22/10/2011	octobre	2011	pierrefonds	0	4.1	23.7	18.6	30
23/10/2011	octobre	2011	pierrefonds	0	3.2	22.4	17.7	29
24/10/2011	octobre	2011	pierrefonds	0	3.8	22.7	18	28.3
25/10/2011	octobre	2011	pierrefonds	0	4.7	24	18.6	30.3
26/10/2011	octobre	2011	pierrefonds	0	4.5	24.9	18.2	31.1
28/10/2011	octobre	2011	pierrefonds	0	4.3	24.4	19.2	30.6
29/10/2011	octobre	2011	pierrefonds	0	4.8	22.3	17.8	28
30/10/2011	octobre	2011	pierrefonds	0	4.6	21.8	16.9	28
31/10/2011	octobre	2011	pierrefonds	0	3.9	22.9	15.6	29.4
16/11/2011	novembre	2011	pierrefonds	0	3.6	25.8	21.6	30.9
02/11/2011	novembre	2011	pierrefonds	0	3.7	24.3	18.1	30.5
01/11/2011	novembre	2011	pierrefonds	0	3.4	22.7	17.1	29.1
03/11/2011	novembre	2011	pierrefonds	0	3.6	24	19.2	31
04/11/2011	novembre	2011	pierrefonds	0	3.3	23.4	17.1	30.7
05/11/2011	novembre	2011	pierrefonds	0	2.9	24.1	19.4	31.1
06/11/2011	novembre	2011	pierrefonds	0	2.8	23.6	19.3	30.7
07/11/2011	novembre	2011	pierrefonds	0	3.5	24.9	19.3	31
08/11/2011	novembre	2011	pierrefonds	0	3.5	24.7	19.7	31.4
09/11/2011	novembre	2011	pierrefonds	0	4.3	25	20.6	31.3
14/11/2011	novembre	2011	pierrefonds	0	4.5	NA	20.5	31
15/11/2011	novembre	2011	pierrefonds	0	4	26.1	20.6	31.3
18/11/2011	novembre	2011	pierrefonds	0	5.1	24.9	19.6	31.7
21/11/2011	novembre	2011	pierrefonds	0	3.2	NA	20.5	31
22/11/2011	novembre	2011	pierrefonds	0	4.5	26.5	19.8	31.6
23/11/2011	novembre	2011	pierrefonds	0	5.6	26.2	20.9	31.6
24/11/2011	novembre	2011	pierrefonds	0	4.8	25.6	20.7	32.1
25/11/2011	novembre	2011	pierrefonds	0	5	26.6	20.6	32.6
26/11/2011	novembre	2011	pierrefonds	0	4.8	26.2	21.2	31.6
27/11/2011	novembre	2011	pierrefonds	0	4.8	25.8	20.2	31.2
28/11/2011	novembre	2011	pierrefonds	0	5	26.1	19.1	31.6
29/11/2011	novembre	2011	pierrefonds	0	5.5	26	18.7	31.4
10/11/2011	novembre	2011	pierrefonds	0	6.4	27	20.1	34.3
11/11/2011	novembre	2011	pierrefonds	0	3.9	26.2	20.6	34.2
12/11/2011	novembre	2011	pierrefonds	0	3.6	26.2	19.7	31.4
13/11/2011	novembre	2011	pierrefonds	0	3.7	24.8	20.7	32.4
17/11/2011	novembre	2011	pierrefonds	0	1.9	24.6	20.7	31
19/11/2011	novembre	2011	pierrefonds	0	4.3	24.9	17.9	31.7
20/11/2011	novembre	2011	pierrefonds	0	4.2	25.8	20.5	31
30/11/2011	novembre	2011	pierrefonds	0	5.4	26.2	23.8	30.9
01/12/2011	décembre	2011	pierrefonds	0	5.7	25.3	22.6	30.9
02/12/2011	décembre	2011	pierrefonds	0	4.4	24.2	18	30.1
04/12/2011	décembre	2011	pierrefonds	0	5.2	24.1	19.6	29
05/12/2011	décembre	2011	pierrefonds	0	5.3	25.3	18.9	31.5
07/12/2011	décembre	2011	pierrefonds	0	5.3	24.4	19.4	29.8
08/12/2011	décembre	2011	pierrefonds	0	4.3	24.4	18.5	30.4
09/12/2011	décembre	2011	pierrefonds	0	5.4	26	20	32.3
10/12/2011	décembre	2011	pierrefonds	0	5.4	25.4	20.5	31.4
11/12/2011	décembre	2011	pierrefonds	0	5.7	25.2	20.1	30.2
12/12/2011	décembre	2011	pierrefonds	0	6.4	25.6	18.3	31.1
13/12/2011	décembre	2011	pierrefonds	0	5.6	26.2	21.1	31
15/12/2011	décembre	2011	pierrefonds	0	5.1	25.5	20.5	29.6
16/12/2011	décembre	2011	pierrefonds	0	5.6	25.2	20.5	29.5
17/12/2011	décembre	2011	pierrefonds	0	5.1	25.1	18.7	30.4
18/12/2011	décembre	2011	pierrefonds	0	3.7	24.9	20	30.4
19/12/2011	décembre	2011	pierrefonds	26	3.5	25.1	20.4	30.9
21/12/2011	décembre	2011	pierrefonds	1	5.7	NA	22.2	32.5
22/12/2011	décembre	2011	pierrefonds	0	4.2	26.1	22.2	31.8
23/12/2011	décembre	2011	pierrefonds	0	4.7	25.8	21.7	30.8
24/12/2011	décembre	2011	pierrefonds	0	4.8	26.6	20.5	32.1
25/12/2011	décembre	2011	pierrefonds	0	5.4	25.8	20.6	30.5
26/12/2011	décembre	2011	pierrefonds	0	5.6	26.6	21.6	32.1
27/12/2011	décembre	2011	pierrefonds	0	5.8	25.7	20.4	31.5
28/12/2011	décembre	2011	pierrefonds	0	5.5	26.4	21	32.2
29/12/2011	décembre	2011	pierrefonds	0	5.6	26.2	21.7	32.4
02/01/2012	janvier	2012	pierrefonds	0	4.7	26.8	22.4	32.1
03/01/2012	janvier	2012	pierrefonds	0	4.6	27.1	22.9	31.8
04/01/2012	janvier	2012	pierrefonds	0	5.7	26.3	22	30.6
05/01/2012	janvier	2012	pierrefonds	0.5	4.8	26	20.3	32.1
06/01/2012	janvier	2012	pierrefonds	0	5.3	26.8	22.9	32
07/01/2012	janvier	2012	pierrefonds	0	5.7	25.5	21	31
08/01/2012	janvier	2012	pierrefonds	0	4.5	26.2	21	32.7
10/01/2012	janvier	2012	pierrefonds	1	2.5	25.1	21.7	30.3
11/01/2012	janvier	2012	pierrefonds	2	4.1	27.1	22.6	34.4
12/01/2012	janvier	2012	pierrefonds	0	5.8	26.8	22.7	30.6
13/01/2012	janvier	2012	pierrefonds	0	4.5	26.5	21.2	33
14/01/2012	janvier	2012	pierrefonds	0	5.5	27.6	22.9	34.1
15/01/2012	janvier	2012	pierrefonds	0	5.6	26.3	24.2	29.8
16/01/2012	janvier	2012	pierrefonds	3.5	5.6	25.5	22.2	30.4
17/01/2012	janvier	2012	pierrefonds	22	4.2	24.2	20.5	29.8
18/01/2012	janvier	2012	pierrefonds	6	4.2	24.3	20.1	29.5
19/01/2012	janvier	2012	pierrefonds	0.5	5	25.1	20.8	29.7
20/01/2012	janvier	2012	pierrefonds	0	5.4	25.5	20.3	30.2
21/01/2012	janvier	2012	pierrefonds	0.5	5.1	25.6	21.7	30.9
22/01/2012	janvier	2012	pierrefonds	0	5.4	25.2	19.9	30.8
23/01/2012	janvier	2012	pierrefonds	0	5.3	25.5	20.7	30.6
24/01/2012	janvier	2012	pierrefonds	0	5.6	24.7	18.5	30.6
25/01/2012	janvier	2012	pierrefonds	0	5.4	25.1	19.7	31.3
26/01/2012	janvier	2012	pierrefonds	0	4.5	25.6	21	31.5
27/01/2012	janvier	2012	pierrefonds	0	5.3	26.9	22	32
28/01/2012	janvier	2012	pierrefonds	0	5.2	26.5	21	31.8
29/01/2012	janvier	2012	pierrefonds	0	5.4	26.4	22.2	32.1
30/01/2012	janvier	2012	pierrefonds	0	5.5	27	21.8	33.1
31/01/2012	janvier	2012	pierrefonds	0	5.6	27.7	22.5	34.1
01/01/2012	janvier	2012	LEGTA	5	3.4	24.8	22.3	30.7
02/01/2012	janvier	2012	LEGTA	3	2.4	24.1	21.5	30.5
03/01/2012	janvier	2012	LEGTA	2.5	3	24.3	21.6	30.6
04/01/2012	janvier	2012	LEGTA	1	2.7	24.8	21.4	31.3
05/01/2012	janvier	2012	LEGTA	0	4.5	25.6	21	32
06/01/2012	janvier	2012	LEGTA	0	3.1	25.5	23.1	30.6
07/01/2012	janvier	2012	LEGTA	0	3	24.7	20.9	29.8
08/01/2012	janvier	2012	LEGTA	0	4.3	25.1	21.1	31.2
09/01/2012	janvier	2012	LEGTA	1	4	24.9	21.8	32.6
10/01/2012	janvier	2012	LEGTA	40	2.5	25.3	21.1	30.8
11/01/2012	janvier	2012	LEGTA	45	1.9	24.4	22.1	28.8
12/01/2012	janvier	2012	LEGTA	0	5.2	25.5	21.6	30.9
13/01/2012	janvier	2012	LEGTA	0	5.8	25.8	22.1	30.1
14/01/2012	janvier	2012	LEGTA	1.5	4.6	26	22.5	31.8
15/01/2012	janvier	2012	LEGTA	0	4.4	25.9	22.7	31
16/01/2012	janvier	2012	LEGTA	0	4.1	24.7	20.6	29.5
17/01/2012	janvier	2012	LEGTA	0	3	24.6	21.3	30.6
18/01/2012	janvier	2012	LEGTA	0	3.3	24.7	21.3	30.9
19/01/2012	janvier	2012	LEGTA	0	4.1	25.5	21.6	31.2
20/01/2012	janvier	2012	LEGTA	0	3.8	25.1	21.6	31.1
21/01/2012	janvier	2012	LEGTA	13	2.8	24.6	21.9	30
22/01/2012	janvier	2012	LEGTA	0	2.8	24.8	21.2	29.8
23/01/2012	janvier	2012	LEGTA	0	2.9	24.8	21	30
24/01/2012	janvier	2012	LEGTA	0	3.2	24.5	20.8	30.5
25/01/2012	janvier	2012	LEGTA	0	4.2	25.1	20.4	31.3
26/01/2012	janvier	2012	LEGTA	0	4.1	26.1	21.3	34.6
27/01/2012	janvier	2012	LEGTA	0	5.1	27.1	22.5	33.6
28/01/2012	janvier	2012	LEGTA	0	3.5	25.9	21.8	33
29/01/2012	janvier	2012	LEGTA	0	5	26	20.9	32.5
30/01/2012	janvier	2012	LEGTA	0	5.2	26.5	21.1	33.2
31/01/2012	janvier	2012	LEGTA	0	5.1	27.2	22	33.8
01/02/2012	février	2012	LEGTA	0	4.4	26.6	22.8	32.8
02/02/2012	février	2012	LEGTA	0	4	25.8	22.7	34.2
03/02/2012	février	2012	LEGTA	0	2.5	25.4	22.2	31.3
04/02/2012	février	2012	LEGTA	2.5	2.8	23.8	21.2	31.8
05/02/2012	février	2012	LEGTA	3.5	2.7	23.5	20.5	31.4
06/02/2012	février	2012	LEGTA	0	4	25.1	20	31.4
07/02/2012	février	2012	LEGTA	1	4.4	25.9	22.1	32.2
08/02/2012	février	2012	LEGTA	4.5	3.9	25.1	21.3	32.9
09/02/2012	février	2012	LEGTA	14	2.5	24.4	21.5	31.6
10/02/2012	février	2012	LEGTA	0	5.4	25.7	20.9	31.7
11/02/2012	février	2012	LEGTA	2	5.7	27.4	22.4	33
12/02/2012	février	2012	LEGTA	5	2.7	26.3	23.1	31.8
13/02/2012	février	2012	LEGTA	2.5	4.6	28.3	23.6	32.1
14/02/2012	février	2012	LEGTA	0	4.8	28.2	23.8	35.3
15/02/2012	février	2012	LEGTA	11	3.7	26.7	23.6	33.2
16/02/2012	février	2012	LEGTA	0	4.2	26	22.4	31.8
17/02/2012	février	2012	LEGTA	0	3.3	25.9	22.2	31.4
18/02/2012	février	2012	LEGTA	0	5.3	26.9	23.3	32.2
19/02/2012	février	2012	LEGTA	0	5.2	26.9	22.3	32.4
20/02/2012	février	2012	LEGTA	0	6	26.9	22.7	33
21/02/2012	février	2012	LEGTA	15.5	2.8	25	22.2	33.5
22/02/2012	février	2012	LEGTA	0	5.1	26.4	21.2	32.1
23/02/2012	février	2012	LEGTA	0.5	4.1	26.2	22.8	32.4
24/02/2012	février	2012	LEGTA	7.5	2.1	24.4	22.2	32.3
25/02/2012	février	2012	LEGTA	0	2.6	24.9	20.9	30.5
26/02/2012	février	2012	LEGTA	1.5	5.9	27	23.1	32.5
27/02/2012	février	2012	LEGTA	0	4.7	26.6	21.9	32.8
28/02/2012	février	2012	LEGTA	6	4	26.4	22.6	32.3
29/02/2012	février	2012	LEGTA	9	2.1	23.6	20.7	27.5
01/02/2012	février	2012	ermitage	0	5	26.4	22.6	32.3
02/02/2012	février	2012	ermitage	0	5.2	26.6	23	31.8
03/02/2012	février	2012	ermitage	0.5	2.7	24.6	21.6	29.8
04/02/2012	février	2012	ermitage	10	2.9	24.1	20.8	32
05/02/2012	février	2012	ermitage	20	3.2	23.2	20.5	30.1
06/02/2012	février	2012	ermitage	5	3.1	24.9	20.5	31.2
07/02/2012	février	2012	ermitage	5	3.2	24.6	20.6	30.8
08/02/2012	février	2012	ermitage	0	4.9	25.2	21.3	29.9
09/02/2012	février	2012	ermitage	0	4.5	25.7	21.7	30.9
10/02/2012	février	2012	ermitage	0	5.2	26	21.8	30.7
11/02/2012	février	2012	ermitage	0	5.3	27.5	22.8	34
12/02/2012	février	2012	ermitage	1	2.3	26.5	23.6	30.8
13/02/2012	février	2012	ermitage	0	3.6	28.8	25	35.6
14/02/2012	février	2012	ermitage	0	4.5	27.2	24	34.2
15/02/2012	février	2012	ermitage	4	4.2	26.8	24.1	32
16/02/2012	février	2012	ermitage	0	5.3	26.2	22.1	32.7
17/02/2012	février	2012	ermitage	0	2.8	25.4	22.1	29.4
18/02/2012	février	2012	ermitage	0	4.9	27.3	23.5	32.9
19/02/2012	février	2012	ermitage	0	4.5	27.2	22.9	33.5
20/02/2012	février	2012	ermitage	0	5.3	27.1	22.7	32.9
21/02/2012	février	2012	ermitage	10	3.6	26	23	33
22/02/2012	février	2012	ermitage	0	5.3	26.2	21.9	30.9
23/02/2012	février	2012	ermitage	4	3.5	26.4	23.4	33.9
24/02/2012	février	2012	ermitage	2	2.5	25	21.8	31
25/02/2012	février	2012	ermitage	0	3.8	26	21.5	32
26/02/2012	février	2012	ermitage	0	4.7	26.8	23	32.6
27/02/2012	février	2012	ermitage	0	4.4	26.8	23.1	32.4
28/02/2012	février	2012	ermitage	2	3.9	26.5	22.8	33.3
29/02/2012	février	2012	ermitage	0	2.4	23.7	20.4	27.4
01/02/2012	février	2012	pierrefonds	0	5.4	27.3	22.6	32.7
02/02/2012	février	2012	pierrefonds	0	5.2	26.7	21.9	32.5
03/02/2012	février	2012	pierrefonds	0	5.9	25.7	17.6	32.2
04/02/2012	février	2012	pierrefonds	0	5.6	25.9	20.9	31.1
05/02/2012	février	2012	pierrefonds	3	5.4	25.4	20.1	31.5
06/02/2012	février	2012	pierrefonds	1	3.8	25.5	21.1	31.8
07/02/2012	février	2012	pierrefonds	3	3.1	25.1	22	31.4
08/02/2012	février	2012	pierrefonds	0	3.9	25.9	21.5	32.1
09/02/2012	février	2012	pierrefonds	0	4.7	26.5	22.1	32.9
10/02/2012	février	2012	pierrefonds	0	5.1	27.2	22.2	32.6
11/02/2012	février	2012	pierrefonds	2	5.6	27.6	22.8	32.3
12/02/2012	février	2012	pierrefonds	1	4.3	27.2	24.9	32
13/02/2012	février	2012	pierrefonds	0	2.8	28.4	25.1	33.7
14/02/2012	février	2012	pierrefonds	0	4.8	28.3	23.5	34.2
15/02/2012	février	2012	pierrefonds	0	5.1	27.9	24.1	33.6
16/02/2012	février	2012	pierrefonds	0	5.5	27.6	21.8	34.1
17/02/2012	février	2012	pierrefonds	0	4.1	26.8	22.4	32.9
19/02/2012	février	2012	pierrefonds	0	4.8	27.6	22.7	33.1
21/02/2012	février	2012	pierrefonds	0	4.3	27.3	23.1	33.6
