Date;Tmin;Tmax;Tmoy
18/07/18;19,94658;23,54843;21,3514966666667
19/07/18;19,59014;23,98386;21,3484258333333
20/07/18;20,61372;23,0563;21,6718041666667
21/07/18;20,54793;24,00428;22,1420395833333
22/07/18;20,33636;24,59195;21,9328691666667
23/07/18;19,80109;24,14147;21,4368504166667
24/07/18;19,68134;24,21742;21,51282375
25/07/18;20,75253;24,7004;22,1720095833333
26/07/18;20,83557;23,44523;22,0162416666667
27/07/18;21,09777;24,23787;22,2891558333333
28/07/18;20,79548;25,06896;22,47777375
29/07/18;21,24837;22,56;22,6696858333333
30/07/18;20,7239;25,03074;22,4021470833333
31/07/18;20,65664;24,04513;22,1159933333333
01/08/18;20,16924;23,55716;21,6504354166667
02/08/18;19,56734;22,06212;20,7167820833333
03/08/18;19,47475;23,33774;20,9783629166667
04/08/18;19,08616;22,53391;20,63926875
05/08/18;18,84442;23,27531;20,7045245833333
06/08/18;19,38076;24,78988;21,2762983333333
07/08/18;19,94087;25,2809;21,7226558333333
08/08/18;20,774;23,61534;21,8693904166667
09/08/18;20,57653;23,91096;21,8351204166667
10/08/18;19,90093;24,63737;21,82400375
11/08/18;20,15067;24,032;21,9224958333333
12/08/18;20,31636;25,35457;22,308385
13/08/18;20,63661;24,7444;22,0244758333333
14/08/18;19,69132;22,82022;21,3626366666667
15/08/18;20,21351;24,59048;22,2472895833333
16/08/18;20,32636;23,92991;22,0440241666667
17/08/18;20,85991;26,64989;23,0452329166667
18/08/18;21,38902;24,94256;23,0249433333333
19/08/18;20,78116;24,34605;22,3272208333333
20/08/18;19,8938;25,33983;22,0805383333333
21/08/18;20,69528;25,2809;22,5339883333333
22/08/18;20,4121;24,12395;22,0540495833333
23/08/18;20,2335;23,35226;21,7672566666667
24/08/18;20,00936;24,87207;22,21643125
25/08/18;21,1623;26,54113;23,170455
26/08/18;21,0175;24,37383;22,7121166666667
27/08/18;20,6266;25,20727;22,4892070833333
28/08/18;20,79548;24,43967;22,40372375
29/08/18;21,34021;25,22935;22,99285625
30/08/18;20,05646;25,75614;22,23809875
31/08/18;20,63375;25,2971;22,32577125
01/09/18;20,71675;25,47254;22,48887
02/09/18;21,34595;25,32804;22,9359008333333
03/09/18;21,8821;26,33136;23,34275375
04/09/18;21,32442;26,0508;23,0407691666667
05/09/18;21,44933;23,56443;22,4666304166667
06/09/18;20,55794;23,18535;21,7579945833333
07/09/18;20,08358;23,04325;21,59406375
08/09/18;20,11926;24,34897;21,93193875
09/09/18;19,40069;26,31501;22,2535033333333
10/09/18;20,32779;26,5873;22,7020258333333
11/09/18;20,21208;25,92781;22,4416920833333
12/09/18;20,69242;26,95141;23,09012625
13/09/18;19,99224;27,10549;22,8637345833333
14/09/18;20,82698;28,1603;23,47636125
15/09/18;20,42639;28,42236;23,3903195833333
16/09/18;21,47231;28,61064;23,6153275
17/09/18;20,35922;24,7708;22,3174958333333
18/09/18;21,03757;24,086;22,4104725
19/09/18;20,66237;24,71653;22,5185
20/09/18;20,09928;24,97783;22,2511354166667
21/09/18;20,23921;24,49968;22,1008433333333
22/09/18;19,98367;25,5729;21,7388791666667
23/09/18;19,2256;26,65287;22,01465375
24/09/18;19,78969;24,79134;21,7426833333333
25/09/18;19,34374;25,32951;21,9657816666667
26/09/18;20,05075;26,66032;22,75486125
27/09/18;21,03613;25,01604;22,5703041666667
28/09/18;20,34636;26,00485;22,4863995833333
29/09/18;20,90001;23,68809;22,2187466666667
30/09/18;19,99937;24,84418;22,0697029166667
01/10/18;20,79118;24,00428;22,08407
02/10/18;19,82106;26,67672;22,5122725
03/10/18;20,14639;24,13125;22,0122004166667
04/10/18;19,85243;26,14128;22,3640175
05/10/18;20,38352;27,15041;22,8029220833333
06/10/18;19,53742;25,18666;21,89130375
