Date;Tmin;Tmax;Tmoy
18/07/18;19,66;21,45;20,5583258333333
19/07/18;19,30;21,45;20,3597833333333
20/07/18;20,20;22,25;21,12296125
21/07/18;20,40;22,54;21,3897679166667
22/07/18;20,32;22,21;21,19077125
23/07/18;19,76;21,68;20,7115504166667
24/07/18;19,59;22,07;20,7325558333333
25/07/18;20,68;22,45;21,4547545833333
26/07/18;20,74;22,99;21,68873
27/07/18;21,05;22,99;21,7864916666667
28/07/18;20,70;23,14;21,7765733333333
29/07/18;21,10;23,28;22,0768083333333
30/07/18;20,58;22,80;21,6202691666667
31/07/18;20,47;22,87;21,48259625
01/08/18;20,28;22,72;21,3428954166667
02/08/18;19,63;21,39;20,47362125
03/08/18;19,40;21,81;20,2614479166667
04/08/18;18,92;22,09;20,1189120833333
05/08/18;18,67;21,70;19,9375266666667
06/08/18;19,03;23,49;20,533395
07/08/18;19,76;24,39;21,2126270833333
08/08/18;20,65;24,03;21,7800245833333
09/08/18;20,62;24,00;21,6655554166667
10/08/18;19,81;23,96;21,396495
11/08/18;20,12;24,10;21,5443358333333
12/08/18;20,32;25,01;21,9126775
13/08/18;20,63;22,84;21,5507283333333
14/08/18;19,62;22,54;21,0472395833333
15/08/18;20,17;24,81;21,7934895833333
16/08/18;20,28;25,30;22,0840654166667
17/08/18;21,04;25,33;22,6506391666667
18/08/18;21,46;26,11;23,0523275
19/08/18;21,10;25,84;22,7487116666667
20/08/18;20,62;23,00;21,84169
21/08/18;20,90;23,49;21,95498625
22/08/18;20,48;23,19;21,5760679166667
23/08/18;20,15;24,10;21,48748375
24/08/18;20,04;26,16;22,1262379166667
25/08/18;21,45;26,68;23,1479566666667
26/08/18;21,40;25,03;22,9641579166667
27/08/18;20,98;24,39;22,3423879166667
28/08/18;20,83;24,50;22,3186391666667
29/08/18;21,42;24,53;22,7736229166667
30/08/18;20,68;25,81;22,46883625
31/08/18;20,79;24,93;22,3224516666667
01/09/18;20,82;23,42;22,0032683333333
02/09/18;21,14;24,80;22,4339076
03/09/18;21,67;24,68;22,7248745833333
04/09/18;21,00;25,72;22,6442779166667
05/09/18;21,32;25,30;22,5675629166667
06/09/18;20,66;23,47;21,7173979166667
07/09/18;20,01;22,66;21,2564845833333
08/09/18;19,86;24,04;21,45626875
09/09/18;19,61;25,53;21,51210625
10/09/18;20,08;23,67;21,5639525
11/09/18;19,94;22,88;21,26681
12/09/18;20,38;24,89;21,98439125
13/09/18;20,12;24,87;21,81659625
14/09/18;20,67;26,12;22,32672625
15/09/18;20,39;27,07;22,4089704166667
16/09/18;21,81;25,67;22,6402954166667
17/09/18;20,66;23,22;21,95696375
18/09/18;21,11;23,51;22,2014208333333
19/09/18;20,90;24,11;22,23872875
20/09/18;20,40;24,79;22,2327408333333
21/09/18;20,66;23,68;21,99323125
22/09/18;20,29;23,26;21,68834375
23/09/18;19,87;27,59;22,4053804166667
24/09/18;20,39;23,39;21,8556179166667
25/09/18;19,98;26,75;22,3718475
26/09/18;20,69;24,63;22,5987091666667
27/09/18;21,46;23,92;22,6459770833333
28/09/18;20,63;24,15;22,1489645833333
29/09/18;21,00;23,28;22,00938
30/09/18;20,17;23,65;21,7322229166667
01/10/18;20,94;24,36;22,1346166666667
02/10/18;19,92;25,74;21,8272875
03/10/18;20,00;23,37;21,5692629166667
04/10/18;19,89;25,98;22,07639125
05/10/18;20,60;28,89;22,9607891666667
06/10/18;19,97;24,74;21,8403754166667
