"","date","nouvelles","vivantes","mortes","vivantes_theo","mortes_theo","CD_theo","E_theo","F_theo"
"1",6-09-20,0,0,0,0,0,0,0,0
"2",11-07-20,1,1,0,1,0,1,0,0
"3",25-08-20,3,3,1,4,0,4,0,1
"4",28-07-20,1,1,4,4,1,5,0,4
"5",29-07-20,1,1,5,2,4,6,0,5
"6",2019-10-06,0,0,6,1,6,6,0,6
