"";"date";"larves";"inflos_vivantes";"inflos_mortes";"larves_inflos"
"1";2017-07-18;166,52;446,2;NA;0,37319587628866
"2";2017-07-25;388,7;625,6;NA;0,621323529411765
"3";2017-08-01;983,25;657,8;NA;1,49475524475524
"4";2017-08-08;1902,42857142857;984,4;NA;1,93257676902537
"5";2017-08-16;1175,56538461538;1053,4;NA;1,11597245549211
"6";2017-08-18;3121,93636363636;1738,8;427,8;1,79545454545455
"7";2017-08-23;4446,08071428571;2010,2;299;2,21176037920889
"8";2017-08-25;3497,60634920635;1587;156,4;2,20391074304118
"9";2017-08-29;2532,49515151515;1508,8;317,4;1,6784830007391
"10";2017-09-01;812,524285714286;1255,8;358,8;0,64701726844584
"11";2017-09-06;574,342857142857;910,8;266,8;0,630591630591631
"12";2017-09-08;442,75;432,4;211,6;1,02393617021277
"13";2017-09-13;36,8;119,6;322;0,307692307692308
"14";2017-09-15;0;87,4;345;0
"15";2017-09-20;0;55,2;611,8;0
"16";2017-09-22;27,6;101,2;349,6;0,272727272727273
"17";2017-09-26;29,9;110,4;400,2;0,270833333333333
"18";2017-09-29;23;23;432,4;1
"19";2017-10-03;20,7;41,4;280,6;0,5
"20";2017-10-06;0;59,8;285,2;0
