boite	arbre	datprelev	nbremp	nblarv	typeUC	inflo	par	var	datent	temp	dateme	nbademe	paras	nbjr
PetitLarv	JLY4	01/10/10	1	100	Veget	V	SaintGilles	José	01/10/10	20	10/10/10	37	0	9
PetitLarv	JLY4	01/10/10	1	100	Veget	V	SaintGilles	José	01/10/10	20	11/10/10	18	0	10
PetitLarv	JLY4	01/10/10	1	100	Veget	V	SaintGilles	José	01/10/10	20	12/10/10	7	0	11
T28L8	JLY4	01/10/10	1	200	Veget	V	SaintGilles	José	01/10/10	28	06/10/10	152	0	5
T28L8	JLY4	01/10/10	1	200	Veget	V	SaintGilles	José	01/10/10	28	07/10/10	9	0	6
T28L8	JLY4	01/10/10	1	200	Veget	V	SaintGilles	José	01/10/10	28	08/10/10	1	0	7
T28L9	JLY4	01/10/10	1	200	Veget	V	SaintGilles	José	01/10/10	28	06/10/10	159	0	5
T28L9	JLY4	01/10/10	1	200	Veget	V	SaintGilles	José	01/10/10	28	07/10/10	21	0	6
T28L9	JLY4	01/10/10	1	200	Veget	V	SaintGilles	José	01/10/10	28	08/10/10	1	0	7
T28L9	JLY4	01/10/10	1	200	Veget	V	SaintGilles	José	01/10/10	28	20/10/10	0	1	19
