bloc;trait;arbre;piege;date;nb.larves;nb.inflo.piege;nb.inflo;nb.inflo.morte;nb.larves.estima;nb.jours;larve;observations
1;enh.haut;39;A;06/10/17;0;0;13;33;NA;3;#DIV/0!;NA
1;enh.haut;39;B;06/10/17;0;0;13;33;NA;3;#DIV/0!;NA
1;enh.haut;46;A;18/07/17;1;0;0;NA;NA;7;#DIV/0!;douteux
1;enh.haut;46;A;25/07/17;0;0;0;NA;NA;7;#DIV/0!;NA
1;enh.haut;46;A;01/08/17;0;0;12;NA;NA;7;#DIV/0!;deplace
1;enh.haut;46;A;08/08/17;3;5;20;NA;12;7;0,085714285714286;deplace
1;enh.haut;46;A;16/08/17;3;8;103;11;38,625;8;0,046875;NA
1;enh.haut;46;A;18/08/17;0;7;100;5;0;2;0;NA
1;enh.haut;46;B;18/08/17;4;9;100;5;44,44444444;2;0,222222222222222;NA
1;enh.haut;46;A;23/08/17;6;9;105;1;70;5;0,133333333333333;NA
1;enh.haut;46;B;23/08/17;5;13;105;1;40,38461538;5;0,076923076923077;NA
1;enh.haut;46;A;25/08/17;14;8;94;0;164,5;2;0,875;NA
1;enh.haut;46;B;25/08/17;0;7;94;0;0;2;0;NA
1;enh.haut;46;A;29/08/17;27;14;237;5;457,0714286;4;0,482142857142857;NA
1;enh.haut;46;B;29/08/17;4;7;237;5;135,4285714;4;0,142857142857143;NA
1;enh.haut;46;A;01/09/17;1;10;236;23;23,6;3;0,033333333333333;deplace
1;enh.haut;46;B;01/09/17;0;3;236;23;0;3;0;deplace
1;enh.haut;46;A;06/09/17;9;3;172;11;516;5;0,6;NA
1;enh.haut;46;B;06/09/17;3;5;172;11;103,2;5;0,12;NA
1;enh.haut;46;A;08/09/17;3;2;227;23;340,5;2;0,75;NA
1;enh.haut;46;B;08/09/17;1;3;227;23;75,66666667;2;0,166666666666667;NA
1;enh.haut;46;A;13/09/17;4;2;105;63;210;5;0,4;NA
1;enh.haut;46;B;13/09/17;0;2;105;63;0;5;0;NA
1;enh.haut;46;A;15/09/17;0;2;108;50;0;2;0;NA
1;enh.haut;46;B;15/09/17;NA;1;108;50;NA;2;#VALUE!;deplace
1;enh.haut;46;A;20/09/17;0;0;12;33;NA;5;#DIV/0!;deplace
1;enh.haut;46;B;20/09/17;4;3;12;33;16;5;0,266666666666667;NA
1;enh.haut;46;A;22/09/17;0;3;22;15;0;2;0;deplace
1;enh.haut;46;B;22/09/17;1;3;22;15;7,333333333;2;0,166666666666667;NA
1;enh.haut;46;A;26/09/17;3;4;15;20;11,25;4;0,1875;NA
1;enh.haut;46;B;26/09/17;0;3;15;20;0;4;0;NA
1;enh.haut;46;A;29/09/17;2;1;27;28;54;3;0,666666666666667;NA
1;enh.haut;46;B;29/09/17;1;2;27;28;13,5;3;0,166666666666667;NA
1;enh.haut;46;A;03/10/17;0;0;3;55;NA;4;#DIV/0!;NA
1;enh.haut;46;B;03/10/17;0;0;3;55;NA;4;#DIV/0!;NA
1;enh.haut;46;A;06/10/17;0;2;6;23;0;3;0;NA
1;enh.haut;46;B;06/10/17;0;0;6;23;NA;3;#DIV/0!;NA
1;enh.ras;2;A;18/07/17;0;0;0;NA;NA;7;#DIV/0!;NA
1;enh.ras;2;A;25/07/17;0;0;21;NA;NA;7;#DIV/0!;c_feuilles_deplace
1;enh.ras;2;A;01/08/17;0;0;10;NA;NA;7;#DIV/0!;deplace
1;enh.ras;2;A;08/08/17;1;8;90;NA;11,25;7;0,017857142857143;NA
1;enh.ras;2;A;16/08/17;28;10;175;8;490;8;0,35;c_fleurs
1;enh.ras;2;A;18/08/17;9;9;204;8;204;2;0,5;NA
1;enh.ras;2;B;18/08/17;15;10;204;8;306;2;0,75;NA
1;enh.ras;2;A;23/08/17;55;7;132;11;1037,142857;5;1,57142857142857;NA
1;enh.ras;2;B;23/08/17;13;4;132;11;429;5;0,65;NA
1;enh.ras;2;A;25/08/17;8;5;158;17;252,8;2;0,8;NA
1;enh.ras;2;B;25/08/17;1;3;158;17;52,66666667;2;0,166666666666667;NA
1;enh.ras;2;A;29/08/17;1;3;175;30;58,33333333;4;0,083333333333333;deplace
1;enh.ras;2;B;29/08/17;0;6;175;30;0;4;0;deplace
1;enh.ras;2;A;01/09/17;0;5;56;85;0;3;0;arbre_mauvais_etat_floraison_nivo4
1;enh.ras;2;B;01/09/17;0;5;56;85;0;3;0;arbre_mauvais_etat_floraison_nivo4
1;enh.ras;2;A;06/09/17;0;0;15;63;NA;5;#DIV/0!;arbre_mauvais_etat_floraison_nivo5
1;enh.ras;2;B;06/09/17;0;3;15;63;0;5;0;arbre_mauvais_etat_floraison_nivo5
1;enh.ras;2;A;08/09/17;0;1;11;82;0;2;0;arbre_mauvais_etat_floraison_nivo5
1;enh.ras;2;B;08/09/17;0;0;11;82;NA;2;#DIV/0!;arbre_mauvais_etat_floraison_nivo5
1;enh.ras;2;A;13/09/17;0;0;0;66;NA;5;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;B;13/09/17;0;0;0;66;NA;5;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;A;15/09/17;0;0;1;70;NA;2;#DIV/0!;deplace_arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;B;15/09/17;1;0;1;70;NA;2;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;A;20/09/17;0;0;1;51;NA;5;#DIV/0!;deplace_arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;B;20/09/17;0;0;1;51;NA;5;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;A;22/09/17;0;1;2;65;0;2;0;deplace_arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;B;22/09/17;0;0;2;65;NA;2;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;A;26/09/17;0;0;3;62;NA;4;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;B;26/09/17;0;0;3;62;NA;4;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;A;29/09/17;0;0;0;81;NA;3;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;B;29/09/17;0;0;0;81;NA;3;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_abscense_fruit
1;enh.ras;2;A;03/10/17;0;0;0;49;NA;4;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_psce_1fruit
1;enh.ras;2;B;03/10/17;0;0;0;49;NA;4;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_psce_1fruit
1;enh.ras;2;A;06/10/17;0;0;0;50;NA;3;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_psce_1fruit
1;enh.ras;2;B;06/10/17;0;0;0;50;NA;3;#DIV/0!;arbre_mauvais_etat_floraison_nivo5_psce_1fruit
1;enh.ras;10;A;18/07/17;1;0;12;NA;NA;7;#DIV/0!;deplace
1;enh.ras;10;A;25/07/17;0;0;21;NA;NA;7;#DIV/0!;c_feuilles_deplace
1;enh.ras;10;A;01/08/17;4;5;15;NA;12;7;0,114285714285714;NA
1;enh.ras;10;A;08/08/17;1;1;20;NA;20;7;0,142857142857143;deplace_lezard
1;enh.ras;10;A;16/08/17;0;5;22;0;0;8;0;NA
1;enh.ras;10;A;18/08/17;1;4;21;2;5,25;2;0,125;NA
1;enh.ras;10;B;18/08/17;3;5;21;2;12,6;2;0,3;NA
1;enh.ras;10;A;23/08/17;0;3;31;3;0;5;0;deplace
1;enh.ras;10;B;23/08/17;24;6;31;3;124;5;0,8;NA
1;enh.ras;10;A;25/08/17;0;2;44;5;0;2;0;NA
1;enh.ras;10;B;25/08/17;8;5;44;5;70,4;2;0,8;NA
1;enh.ras;10;A;29/08/17;0;4;56;3;0;4;0;NA
1;enh.ras;10;B;29/08/17;21;6;56;3;196;4;0,875;NA
1;enh.ras;10;A;01/09/17;1;5;67;1;13,4;3;0,066666666666667;NA
1;enh.ras;10;B;01/09/17;9;4;67;1;150,75;3;0,75;NA
1;enh.ras;10;A;06/09/17;28;3;108;3;1008;5;1,86666666666667;NA
1;enh.ras;10;B;06/09/17;62;4;108;3;1674;5;3,1;NA
1;enh.ras;10;A;08/09/17;4;4;137;6;137;2;0,5;NA
1;enh.ras;10;B;08/09/17;9;5;137;6;246,6;2;0,9;NA
1;enh.ras;10;A;13/09/17;9;4;129;13;290,25;5;0,45;NA
1;enh.ras;10;B;13/09/17;4;3;129;13;172;5;0,266666666666667;NA
1;enh.ras;10;A;15/09/17;7;7;166;3;166;2;0,5;NA
1;enh.ras;10;B;15/09/17;6;4;166;3;249;2;0,75;NA
1;enh.ras;10;A;20/09/17;63;7;124;19;1116;5;1,8;NA
1;enh.ras;10;B;20/09/17;30;1;124;19;3720;5;6;NA
1;enh.ras;10;A;22/09/17;19;3;82;109;519,3333333;2;3,16666666666667;NA
1;enh.ras;10;B;22/09/17;5;2;82;109;205;2;1,25;NA
1;enh.ras;10;A;26/09/17;12;4;132;13;396;4;0,75;NA
1;enh.ras;10;B;26/09/17;3;3;132;13;132;4;0,25;NA
1;enh.ras;10;A;29/09/17;1;3;77;35;25,66666667;3;0,111111111111111;NA
1;enh.ras;10;B;29/09/17;0;1;77;35;0;3;0;NA
1;enh.ras;10;A;03/10/17;1;1;70;30;70;4;0,25;NA
1;enh.ras;10;B;03/10/17;0;2;70;30;0;4;0;NA
1;enh.ras;10;A;06/10/17;0;2;10;70;0;3;0;presence_fruit
1;enh.ras;10;B;06/10/17;0;0;10;70;NA;3;#DIV/0!;presence_fruit
1;enh.ras;15;A;18/07/17;2;5;39;NA;15,6;7;0,057142857142857;NA
1;enh.ras;15;A;25/07/17;0;3;100;NA;0;7;0;c_feuilles_deplace
1;enh.ras;15;A;01/08/17;1;9;120;NA;13,33333333;7;0,015873015873016;NA
1;enh.ras;15;A;08/08/17;10;11;150;NA;136,3636364;7;0,12987012987013;NA
1;enh.ras;15;A;16/08/17;23;7;170;22;558,5714286;8;0,410714285714286;c_fleurs
1;enh.ras;15;A;18/08/17;8;9;146;23;129,7777778;2;0,444444444444444;NA
1;enh.ras;15;B;18/08/17;10;7;146;23;208,5714286;2;0,714285714285714;NA
1;enh.ras;15;A;23/08/17;0;2;90;28;0;5;0;NA
1;enh.ras;15;B;23/08/17;17;8;90;28;191,25;5;0,425;NA
1;enh.ras;15;A;25/08/17;0;5;52;45;0;2;0;NA
1;enh.ras;15;B;25/08/17;3;3;52;45;52;2;0,5;NA
1;enh.ras;15;A;29/08/17;0;3;47;91;0;4;0;arbre_mauvais_etat_floraison
1;enh.ras;15;B;29/08/17;0;4;47;91;0;4;0;arbre_mauvais_etat_floraison
1;enh.ras;15;A;01/09/17;0;3;22;52;0;3;0;NA
1;enh.ras;15;B;01/09/17;0;2;22;52;0;3;0;deplace
1;enh.ras;15;A;06/09/17;0;0;1;67;NA;5;#DIV/0!;deplace_fin_floraison_inflo_nivo5
1;enh.ras;15;B;06/09/17;0;0;1;67;NA;5;#DIV/0!;fin_floraison_inflo_nivo5
1;enh.ras;15;A;08/09/17;0;2;2;63;0;2;0;arbre_mauvais_etat_floraison_nivo5
1;enh.ras;15;B;08/09/17;0;0;2;63;NA;2;#DIV/0!;arbre_mauvais_etat_floraison_nivo5
1;enh.ras;15;A;13/09/17;3;3;17;63;17;5;0,2;NA
1;enh.ras;15;B;13/09/17;0;0;17;63;NA;5;#DIV/0!;deplace
1;enh.ras;15;A;15/09/17;1;2;16;15;8;2;0,25;NA
1;enh.ras;15;B;15/09/17;5;2;16;15;40;2;1,25;NA
1;enh.ras;15;A;20/09/17;6;2;19;12;57;5;0,6;renverse
1;enh.ras;15;B;20/09/17;0;0;19;12;NA;5;#DIV/0!;deplace
1;enh.ras;15;A;22/09/17;3;2;16;38;24;2;0,75;NA
1;enh.ras;15;B;22/09/17;0;0;16;38;NA;2;#DIV/0!;deplace
1;enh.ras;15;A;26/09/17;0;2;13;39;0;4;0;NA
1;enh.ras;15;B;26/09/17;0;2;13;39;0;4;0;NA
1;enh.ras;15;A;29/09/17;0;1;12;38;0;3;0;NA
1;enh.ras;15;B;29/09/17;0;1;12;38;0;3;0;NA
1;enh.ras;15;A;03/10/17;0;1;12;34;0;4;0;NA
1;enh.ras;15;B;03/10/17;0;2;12;34;0;4;0;NA
1;enh.ras;15;A;06/10/17;0;0;9;49;NA;3;#DIV/0!;NA
1;enh.ras;15;B;06/10/17;0;1;9;49;0;3;0;NA
1;enh.ras;18;A;18/07/17;0;0;0;NA;NA;7;#DIV/0!;NA
1;enh.ras;18;A;25/07/17;0;0;0;NA;NA;7;#DIV/0!;NA
1;enh.ras;18;A;01/08/17;0;0;0;NA;NA;7;#DIV/0!;NA
1;enh.ras;18;A;08/08/17;0;0;1;NA;NA;7;#DIV/0!;deplace
1;enh.ras;18;A;16/08/17;1;3;4;0;1,333333333;8;0,041666666666667;NA
1;enh.ras;18;A;18/08/17;0;3;13;0;0;2;0;NA
1;enh.ras;18;B;18/08/17;0;0;13;0;NA;2;#DIV/0!;NA
1;enh.ras;18;A;23/08/17;0;2;6;0;0;5;0;NA
1;enh.ras;18;B;23/08/17;0;0;6;0;NA;5;#DIV/0!;NA
1;enh.ras;18;A;25/08/17;0;2;8;0;0;2;0;NA
1;enh.ras;18;B;25/08/17;0;0;8;0;NA;2;#DIV/0!;NA
1;enh.ras;18;A;29/08/17;0;2;18;0;0;4;0;NA
1;enh.ras;18;B;29/08/17;0;0;18;0;NA;4;#DIV/0!;NA
1;enh.ras;18;A;01/09/17;0;2;70;3;0;3;0;deplace
1;enh.ras;18;B;01/09/17;0;0;70;3;NA;3;#DIV/0!;NA
1;enh.ras;18;A;06/09/17;5;4;1;67;1,25;5;0,25;fin_floraison_inflo_nivo5
1;enh.ras;18;B;06/09/17;0;0;1;67;NA;5;#DIV/0!;fin_floraison_inflo_nivo5
1;enh.ras;18;A;08/09/17;1;2;19;3;9,5;2;0,25;NA
1;enh.ras;18;B;08/09/17;0;2;19;3;0;2;0;NA
1;enh.ras;18;A;13/09/17;2;3;34;11;22,66666667;5;0,133333333333333;NA
1;enh.ras;18;B;13/09/17;0;3;34;11;0;5;0;NA
1;enh.ras;18;A;15/09/17;0;3;23;3;0;2;0;NA
1;enh.ras;18;B;15/09/17;3;3;23;3;23;2;0,5;NA
1;enh.ras;18;A;20/09/17;1;2;26;8;13;5;0,1;NA
1;enh.ras;18;B;20/09/17;3;3;26;8;26;5;0,2;NA
1;enh.ras;18;A;22/09/17;0;1;9;8;0;2;0;NA
1;enh.ras;18;B;22/09/17;0;2;9;8;0;2;0;NA
1;enh.ras;18;A;26/09/17;0;4;16;5;0;4;0;NA
1;enh.ras;18;B;26/09/17;0;2;16;5;0;4;0;NA
1;enh.ras;18;A;29/09/17;0;1;9;11;0;3;0;NA
1;enh.ras;18;B;29/09/17;0;1;9;11;0;3;0;NA
1;enh.ras;18;A;03/10/17;0;0;6;9;NA;4;#DIV/0!;NA
1;enh.ras;18;B;03/10/17;0;2;6;9;0;4;0;NA
1;enh.ras;18;A;06/10/17;0;0;2;43;NA;3;#DIV/0!;NA
1;enh.ras;18;B;06/10/17;0;2;2;43;0;3;0;NA
1;enh.ras;30;A;18/07/17;0;0;0;NA;NA;7;#DIV/0!;c_feuille
1;enh.ras;30;A;25/07/17;4;7;52;NA;29,71428571;7;0,081632653061225;c_feuille
1;enh.ras;30;A;01/08/17;13;15;75;NA;65;7;0,123809523809524;c_feuille
1;enh.ras;30;A;08/08/17;23;15;90;NA;138;7;0,219047619047619;c_feuille
1;enh.ras;30;A;16/08/17;37;12;145;11;447,0833333;8;0,385416666666667;c_fleurs
1;enh.ras;30;A;18/08/17;9;10;145;17;130,5;2;0,45;NA
1;enh.ras;30;B;18/08/17;9;9;145;17;145;2;0,5;NA
1;enh.ras;30;A;23/08/17;2;6;102;15;34;5;0,066666666666667;NA
1;enh.ras;30;B;23/08/17;15;6;102;15;255;5;0,5;NA
1;enh.ras;30;A;25/08/17;0;8;62;22;0;2;0;arbre_mauvais_etat_floraison
1;enh.ras;30;B;25/08/17;0;5;62;22;0;2;0;changement
1;enh.ras;30;A;29/08/17;2;2;69;78;69;4;0,25;deplace
1;enh.ras;30;B;29/08/17;0;5;69;78;0;4;0;NA
1;enh.ras;30;A;01/09/17;0;3;50;39;0;3;0;NA
1;enh.ras;30;B;01/09/17;2;4;50;39;25;3;0,166666666666667;NA
1;enh.ras;30;A;06/09/17;0;0;51;17;NA;5;#DIV/0!;NA
1;enh.ras;30;B;06/09/17;0;2;51;17;0;5;0;NA
1;enh.ras;30;A;08/09/17;0;0;15;62;NA;2;#DIV/0!;deplace
1;enh.ras;30;B;08/09/17;0;1;15;62;0;2;0;NA
1;enh.ras;30;A;13/09/17;18;2;6;39;54;5;1,8;NA
1;enh.ras;30;B;13/09/17;0;0;6;39;NA;5;#DIV/0!;NA
1;enh.ras;30;A;15/09/17;7;1;26;32;182;2;3,5;deplace
1;enh.ras;30;B;15/09/17;8;3;26;32;69,33333333;2;1,33333333333333;NA
1;enh.ras;30;A;20/09/17;29;3;28;41;270,6666667;5;1,93333333333333;NA
1;enh.ras;30;B;20/09/17;3;2;28;41;42;5;0,3;NA
1;enh.ras;30;A;22/09/17;4;0;12;20;NA;2;#DIV/0!;NA
1;enh.ras;30;B;22/09/17;0;0;12;20;NA;2;#DIV/0!;deplace
1;enh.ras;30;A;26/09/17;7;3;22;35;51,33333333;4;0,583333333333333;NA
1;enh.ras;30;B;26/09/17;0;3;22;35;0;4;0;NA
1;enh.ras;30;A;29/09/17;1;3;15;36;5;3;0,111111111111111;NA
1;enh.ras;30;B;29/09/17;0;1;15;36;0;3;0;NA
1;enh.ras;30;A;03/10/17;0;3;9;27;0;4;0;NA
1;enh.ras;30;B;03/10/17;0;2;9;27;0;4;0;NA
1;enh.ras;30;A;06/10/17;0;1;8;20;0;3;0;NA
1;enh.ras;30;B;06/10/17;0;0;8;20;NA;3;#DIV/0!;NA
1;enh.ras;32;A;18/07/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;32;A;25/07/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;32;A;01/08/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;32;A;08/08/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;32;A;16/08/17;0;0;0;0;NA;8;#DIV/0!;NA
1;enh.ras;32;A;18/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;32;B;18/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;32;A;23/08/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;32;B;23/08/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;32;A;25/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;32;B;25/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;32;A;29/08/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;32;B;29/08/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;32;A;01/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;32;B;01/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;32;A;06/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;32;B;06/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;32;A;08/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;32;B;08/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;32;A;13/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;32;B;13/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;32;A;15/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;32;B;15/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;32;A;20/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;32;B;20/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;32;A;22/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;32;B;22/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;32;A;26/09/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;32;B;26/09/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;32;A;29/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;32;B;29/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;32;A;03/10/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;32;B;03/10/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;32;A;06/10/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;32;B;06/10/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;40;A;18/07/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles_deplace
1;enh.ras;40;A;25/07/17;0;0;0;NA;NA;7;#DIV/0!;NA
1;enh.ras;40;A;01/08/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;40;A;08/08/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;40;A;16/08/17;0;0;0;0;NA;8;#DIV/0!;NA
1;enh.ras;40;A;18/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;40;B;18/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;40;A;23/08/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;40;B;23/08/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;40;A;25/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;40;B;25/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;40;A;29/08/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;40;B;29/08/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;40;A;01/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;40;B;01/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;40;A;06/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;40;B;06/09/17;0;0;0;0;NA;5;#DIV/0!;renverse
1;enh.ras;40;A;08/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;40;B;08/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;40;A;13/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;40;B;13/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;40;A;15/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;40;B;15/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;40;A;20/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;40;B;20/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;40;A;22/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;40;B;22/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;40;A;26/09/17;1;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;40;B;26/09/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;40;A;29/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;40;B;29/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;40;A;03/10/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;40;B;03/10/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;40;A;06/10/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;40;B;06/10/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;41;A;18/07/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;41;A;25/07/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;41;A;01/08/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;41;A;08/08/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;41;A;16/08/17;0;0;0;0;NA;8;#DIV/0!;NA
1;enh.ras;41;A;18/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;41;B;18/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;41;A;23/08/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;41;B;23/08/17;0;0;0;0;NA;5;#DIV/0!;c_feuilles
1;enh.ras;41;A;25/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;41;B;25/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;41;A;29/08/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;41;B;29/08/17;0;0;0;0;NA;4;#DIV/0!;c_feuilles
1;enh.ras;41;A;01/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;41;B;01/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;41;A;06/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;41;B;06/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;41;A;08/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;41;B;08/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;41;A;13/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;41;B;13/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;41;A;15/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;41;B;15/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;41;A;20/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;41;B;20/09/17;0;0;0;0;NA;5;#DIV/0!;NA
1;enh.ras;41;A;22/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;41;B;22/09/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;41;A;26/09/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;41;B;26/09/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;41;A;29/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;41;B;29/09/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;41;A;03/10/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;41;B;03/10/17;0;0;0;0;NA;4;#DIV/0!;NA
1;enh.ras;41;A;06/10/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;41;B;06/10/17;0;0;0;0;NA;3;#DIV/0!;NA
1;enh.ras;44;A;18/07/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;44;A;25/07/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;44;A;01/08/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;44;A;08/08/17;0;0;0;NA;NA;7;#DIV/0!;c_feuilles
1;enh.ras;44;A;16/08/17;0;0;0;0;NA;8;#DIV/0!;NA
1;enh.ras;44;A;18/08/17;0;0;0;0;NA;2;#DIV/0!;NA
1;enh.ras;44;B;18/08/17;0;0;0;0;NA;2;#DIV/0!;c_feuilles
