"";"date";"larves";"inflos_vivantes";"inflos_mortes";"larves_inflos"
"1";2017-07-18;0;0;0;NA
"2";2017-07-19;0;0;0;NA
"3";2017-07-20;0;0;0;NA
"4";2017-07-21;0;0;0;NA
"5";2017-07-22;0;0;0;NA
"6";2017-07-23;0;0;0;NA
"7";2017-07-24;0;0;0;NA
"8";2017-07-25;0;0;0;NA
"9";2017-07-26;0;0;0;NA
"10";2017-07-27;0;0;0;NA
"11";2017-07-28;0;0;0;NA
"12";2017-07-29;0;0;0;NA
"13";2017-07-30;0;0;0;NA
"14";2017-07-31;0;0;0;NA
"15";2017-08-01;0;0;0;NA
"16";2017-08-02;0;0;0;NA
"17";2017-08-03;0;0;0;NA
"18";2017-08-04;0;0;0;NA
"19";2017-08-05;0;0;0;NA
"20";2017-08-06;0;0;0;NA
"21";2017-08-07;0;0;0;NA
"22";2017-08-08;0;0;0;NA
"23";2017-08-09;0;1;0;0
"24";2017-08-10;0;3;0;0
"25";2017-08-11;0;4;0;0
"26";2017-08-12;0;6;0;0
"27";2017-08-13;0;7;0;0
"28";2017-08-14;0;8;0;0
"29";2017-08-15;0;10;0;0
"30";2017-08-16;0;11;0;0
"31";2017-08-17;0;14;0;0
"32";2017-08-18;0;16;0;0
"33";2017-08-19;12;26;0;0,461538461538462
"34";2017-08-20;25;35;0;0,714285714285714
"35";2017-08-21;37;45;0;0,822222222222222
"36";2017-08-22;50;54;0;0,925925925925926
"37";2017-08-23;62;64;0;0,96875
"38";2017-08-24;40;72;0;0,555555555555556
"39";2017-08-25;19;80;0;0,2375
"40";2017-08-26;42;86;0;0,488372093023256
"41";2017-08-27;66;93;0;0,709677419354839
"42";2017-08-28;90;100;0;0,9
"43";2017-08-29;113;106;0;1,06603773584906
"44";2017-08-30;114;129;2;0,883720930232558
"45";2017-08-31;116;152;3;0,763157894736842
"46";2017-09-01;117;175;5;0,668571428571429
"47";2017-09-02;444;204;6;2,17647058823529
"48";2017-09-03;771;232;7;3,32327586206897
"49";2017-09-04;1098;261;9;4,20689655172414
"50";2017-09-05;1425;289;10;4,93079584775086
"51";2017-09-06;1752;318;11;5,50943396226415
"52";2017-09-07;1234;437;6;2,82379862700229
"53";2017-09-08;716;556;0;1,28776978417266
"54";2017-09-09;1400;670;5;2,08955223880597
"55";2017-09-10;2084;783;10;2,66155810983397
"56";2017-09-11;2769;897;16;3,08695652173913
"57";2017-09-12;3453;1010;21;3,41881188118812
"58";2017-09-13;4137;1124;26;3,68060498220641
"59";2017-09-14;2590;886;64;2,92325056433409
"60";2017-09-15;1044;647;101;1,61360123647604
"61";2017-09-16;1267;682;143;1,85777126099707
"62";2017-09-17;1490;717;186;2,07810320781032
"63";2017-09-18;1713;752;228;2,27792553191489
"64";2017-09-19;1936;787;271;2,45997458703939
"65";2017-09-20;2159;822;313;2,62652068126521
"66";2017-09-21;1102;631;252;1,74643423137876
"67";2017-09-22;46;440;191;0,104545454545455
"68";2017-09-23;91;439;233;0,207289293849658
"69";2017-09-24;136;438;276;0,310502283105023
"70";2017-09-25;182;436;318;0,41743119266055
"71";2017-09-26;227;435;360;0,52183908045977
"72";2017-09-27;151;396;341;0,381313131313131
"73";2017-09-28;76;357;321;0,212885154061625
"74";2017-09-29;0;318;302;0
"75";2017-09-30;5;276;306;0,0181159420289855
"76";2017-10-01;10;233;310;0,0429184549356223
"77";2017-10-02;15;190;314;0,0789473684210526
"78";2017-10-03;20;148;318;0,135135135135135
"79";2017-10-04;13;167;314;0,0778443113772455
"80";2017-10-05;7;187;311;0,0374331550802139
"81";2017-10-06;0;206;307;0
