"";"date";"larves";"inflos_vivantes";"inflos_mortes";"larves_inflos"
"1";2017-07-18;0;0;0;NA
"2";2017-07-21;0;0;0;NA
"3";2017-07-25;0;0;0;NA
"4";2017-07-28;0;0;0;NA
"5";2017-08-01;0;0;0;NA
"6";2017-08-04;0;0;0;NA
"7";2017-08-08;0;0;0;NA
"8";2017-08-11;0;4;0;0
"9";2017-08-15;0;10;0;0
"10";2017-08-18;0;16;0;0
"11";2017-08-22;74;54;0;1,37037037037037
"12";2017-08-25;152;80;0;1,9
"13";2017-08-29;217;106;0;2,04716981132075
"14";2017-09-01;343;175;5;1,96
"15";2017-09-05;2430;289;10;8,4083044982699
"16";2017-09-08;4411;556;0;7,93345323741007
"17";2017-09-12;6969;1010;21;6,9
"18";2017-09-15;10180;647;101;15,7341576506955
"19";2017-09-19;5514;787;271;7,00635324015248
"20";2017-09-22;5197;440;191;11,8113636363636
"21";2017-09-26;455;435;360;1,04597701149425
"22";2017-09-29;454;318;302;1,42767295597484
"23";2017-10-03;30;148;318;0,202702702702703
"24";2017-10-06;40;206;307;0,194174757281553
