"";"date";"larves";"inflos_vivantes";"inflos_mortes";"larves_inflos"
"1";2017-07-18;25;153;0;0,163398692810458
"2";2017-07-19;153;188;0;0,813829787234043
"3";2017-07-20;132;223;0;0,591928251121076
"4";2017-07-21;110;258;0;0,426356589147287
"5";2017-07-22;89;293;0;0,303754266211604
"6";2017-07-23;67;328;0;0,204268292682927
"7";2017-07-24;46;363;0;0,126721763085399
"8";2017-07-25;24;398;0;0,0603015075376884
"9";2017-07-26;82;477;0;0,171907756813417
"10";2017-07-27;140;555;0;0,252252252252252
"11";2017-07-28;198;634;0;0,312302839116719
"12";2017-07-29;255;713;0;0,357643758765778
"13";2017-07-30;313;792;0;0,39520202020202
"14";2017-07-31;371;870;0;0,426436781609195
"15";2017-08-01;429;949;0;0,452054794520548
"16";2017-08-02;540;1049;0;0,514775977121068
"17";2017-08-03;650;1150;0;0,565217391304348
"18";2017-08-04;761;1250;0;0,6088
"19";2017-08-05;872;1351;0;0,645447816432272
"20";2017-08-06;983;1451;0;0,677463818056513
"21";2017-08-07;1093;1552;0;0,704252577319588
"22";2017-08-08;1204;1652;0;0,728813559322034
"23";2017-08-09;1493;1787;12;0,835478455512031
"24";2017-08-10;1782;1922;24;0,927159209157128
"25";2017-08-11;2071;2058;36;1,00631681243926
"26";2017-08-12;2360;2193;48;1,07615139078887
"27";2017-08-13;2648;2328;61;1,13745704467354
"28";2017-08-14;2937;2464;73;1,19196428571429
"29";2017-08-15;3226;2599;85;1,24124663332051
"30";2017-08-16;3515;2734;97;1,28566203365033
"31";2017-08-17;3786;3448;209;1,09802784222738
"32";2017-08-18;4057;4162;321;0,974771744353676
"33";2017-08-19;4280;4111;277;1,04110921916809
"34";2017-08-20;4502;4060;233;1,10886699507389
"35";2017-08-21;4725;4009;190;1,17859815415316
"36";2017-08-22;4947;3958;146;1,24987367357251
"37";2017-08-23;5170;3907;102;1,32326593294088
"38";2017-08-24;4668;3910;79;1,19386189258312
"39";2017-08-25;4165;3912;56;1,06467280163599
"40";2017-08-26;3966;3710;71;1,06900269541779
"41";2017-08-27;3768;3509;86;1,07381020233685
"42";2017-08-28;3570;3308;102;1,07920193470375
"43";2017-08-29;3371;3106;117;1,08531873792659
"44";2017-08-30;2258;2843;200;0,794231445655997
"45";2017-08-31;1144;2581;284;0,443239054629988
"46";2017-09-01;31;2318;367;0,0133735979292494
"47";2017-09-02;33;2051;369;0,0160897123354461
"48";2017-09-03;35;1784;371;0,0196188340807175
"49";2017-09-04;36;1518;373;0,0237154150197628
"50";2017-09-05;38;1251;375;0,0303756994404476
"51";2017-09-06;40;984;377;0,040650406504065
"52";2017-09-07;74;1012;370;0,0731225296442688
"53";2017-09-08;107;1040;362;0,102884615384615
"54";2017-09-09;197;907;450;0,217199558985667
"55";2017-09-10;286;775;538;0,369032258064516
"56";2017-09-11;376;642;625;0,585669781931464
"57";2017-09-12;465;510;713;0,911764705882353
"58";2017-09-13;555;377;801;1,47214854111406
"59";2017-09-14;344;390;727;0,882051282051282
"60";2017-09-15;132;403;653;0,327543424317618
"61";2017-09-16;221;406;695;0,544334975369458
"62";2017-09-17;310;409;737;0,757946210268949
"63";2017-09-18;400;412;778;0,970873786407767
"64";2017-09-19;489;415;820;1,17831325301205
"65";2017-09-20;578;418;862;1,38277511961722
"66";2017-09-21;466;354;684;1,31638418079096
"67";2017-09-22;353;291;505;1,21305841924399
"68";2017-09-23;322;319;496;1,00940438871473
"69";2017-09-24;291;347;487;0,838616714697406
"70";2017-09-25;260;375;478;0,693333333333333
"71";2017-09-26;229;403;469;0,568238213399504
"72";2017-09-27;153;384;488;0,3984375
"73";2017-09-28;76;366;506;0,207650273224044
"74";2017-09-29;0;347;525;0
"75";2017-09-30;0;325;511;0
"76";2017-10-01;0;304;497;0
"77";2017-10-02;0;282;483;0
"78";2017-10-03;0;260;469;0
"79";2017-10-04;0;236;440;0
"80";2017-10-05;0;213;411;0
"81";2017-10-06;0;189;382;0
