"";"date";"larves";"inflos_vivantes";"inflos_mortes";"larves_inflos"
"1";2017-07-18;24;446;0;0,0534913516976297
"2";2017-07-19;199;472;0;0,421610169491525
"3";2017-07-20;230;497;0;0,462776659959759
"4";2017-07-21;262;523;0;0,500956022944551
"5";2017-07-22;294;549;0;0,53551912568306
"6";2017-07-23;326;575;0;0,56695652173913
"7";2017-07-24;357;600;0;0,595
"8";2017-07-25;389;626;0;0,621405750798722
"9";2017-07-26;474;631;0;0,751188589540412
"10";2017-07-27;559;635;0;0,880314960629921
"11";2017-07-28;644;640;0;1,00625
"12";2017-07-29;728;644;0;1,1304347826087
"13";2017-07-30;813;649;0;1,25269645608629
"14";2017-07-31;898;653;0;1,37519142419602
"15";2017-08-01;983;658;0;1,49392097264438
"16";2017-08-02;1114;705;0;1,58014184397163
"17";2017-08-03;1246;751;0;1,65912117177097
"18";2017-08-04;1377;798;0;1,72556390977444
"19";2017-08-05;1508;844;0;1,78672985781991
"20";2017-08-06;1639;891;0;1,83950617283951
"21";2017-08-07;1771;937;0;1,89007470651014
"22";2017-08-08;1902;984;0;1,93292682926829
"23";2017-08-09;1811;993;18;1,82376636455186
"24";2017-08-10;1720;1001;37;1,71828171828172
"25";2017-08-11;1630;1010;56;1,61386138613861
"26";2017-08-12;1539;1018;74;1,51178781925344
"27";2017-08-13;1448;1027;92;1,40993184031159
"28";2017-08-14;1358;1036;111;1,31081081081081
"29";2017-08-15;1267;1044;130;1,21360153256705
"30";2017-08-16;1176;1053;148;1,11680911680912
"31";2017-08-17;2149;1396;288;1,53939828080229
"32";2017-08-18;3122;1739;428;1,79528464634848
"33";2017-08-19;3387;1793;402;1,88901282766313
"34";2017-08-20;3652;1847;376;1,97726042230644
"35";2017-08-21;3916;1902;351;2,05888538380652
"36";2017-08-22;4181;1956;325;2,13752556237219
"37";2017-08-23;4446;2010;299;2,21194029850746
"38";2017-08-24;3972;1798;228;2,2091212458287
"39";2017-08-25;3498;1587;156;2,20415879017013
"40";2017-08-26;3256;1568;196;2,0765306122449
"41";2017-08-27;3015;1548;236;1,94767441860465
"42";2017-08-28;2774;1528;277;1,81544502617801
"43";2017-08-29;2532;1509;317;1,6779324055666
"44";2017-08-30;1959;1425;331;1,37473684210526
"45";2017-08-31;1386;1340;345;1,03432835820896
"46";2017-09-01;813;1256;359;0,647292993630573
"47";2017-09-02;765;1187;341;0,644481887110362
"48";2017-09-03;717;1118;322;0,641323792486583
"49";2017-09-04;670;1049;304;0,638703527168732
"50";2017-09-05;622;980;285;0,63469387755102
"51";2017-09-06;574;911;267;0,630076838638858
"52";2017-09-07;508;672;240;0,755952380952381
"53";2017-09-08;443;432;212;1,02546296296296
"54";2017-09-09;362;370;234;0,978378378378378
"55";2017-09-10;281;307;256;0,915309446254072
"56";2017-09-11;199;245;278;0,812244897959184
"57";2017-09-12;118;182;300;0,648351648351648
"58";2017-09-13;37;120;322;0,308333333333333
"59";2017-09-14;18;104;334;0,173076923076923
"60";2017-09-15;0;87;345;0
"61";2017-09-16;0;81;398;0
"62";2017-09-17;0;74;452;0
"63";2017-09-18;0;68;505;0
"64";2017-09-19;0;61;559;0
"65";2017-09-20;0;55;612;0
"66";2017-09-21;14;78;481;0,179487179487179
"67";2017-09-22;28;101;350;0,277227722772277
"68";2017-09-23;28;103;362;0,271844660194175
"69";2017-09-24;29;106;375;0,273584905660377
"70";2017-09-25;30;108;388;0,277777777777778
"71";2017-09-26;30;110;400;0,272727272727273
"72";2017-09-27;28;81;411;0,345679012345679
"73";2017-09-28;25;52;421;0,480769230769231
"74";2017-09-29;23;23;432;1
"75";2017-09-30;22;28;394;0,785714285714286
"76";2017-10-01;22;32;356;0,6875
"77";2017-10-02;22;36;319;0,611111111111111
"78";2017-10-03;21;41;281;0,51219512195122
"79";2017-10-04;14;47;282;0,297872340425532
"80";2017-10-05;7;54;284;0,12962962962963
"81";2017-10-06;0;60;285;0
