"";"date";"larves";"inflos_vivantes";"inflos_mortes";"larves_inflos"
"1";2017-07-18;25;153;0;0,163398692810458
"2";2017-07-21;310;258;0;1,2015503875969
"3";2017-07-25;312;398;0;0,78391959798995
"4";2017-07-28;246;634;0;0,38801261829653
"5";2017-08-01;1137;949;0;1,19810326659642
"6";2017-08-04;1619;1250;0;1,2952
"7";2017-08-08;3709;1652;0;2,24515738498789
"8";2017-08-11;4479;2058;36;2,17638483965015
"9";2017-08-15;10016;2599;85;3,85378991919969
"10";2017-08-18;10527;4162;321;2,52931283037001
"11";2017-08-22;17564;3958;146;4,43759474482062
"12";2017-08-25;14785;3912;56;3,77939672801636
"13";2017-08-29;15469;3106;117;4,9803605924018
"14";2017-09-01;6773;2318;367;2,92191544434858
"15";2017-09-05;135;1251;375;0,107913669064748
"16";2017-09-08;152;1040;362;0,146153846153846
"17";2017-09-12;966;510;713;1,89411764705882
"18";2017-09-15;1364;403;653;3,38461538461538
"19";2017-09-19;1063;415;820;2,56144578313253
"20";2017-09-22;1533;291;505;5,2680412371134
"21";2017-09-26;1226;403;469;3,04218362282878
"22";2017-09-29;458;347;525;1,31988472622478
"23";2017-10-03;0;260;469;0
"24";2017-10-06;0;189;382;0
