date,larves,inflos_vivantes,inflos_mortes,Bloc,Sol
2017-07-19,55.528571428571425,471.8285714285714,NA,Bloc 2,Enherbement haut
2017-07-20,55.528571428571425,497.4571428571428,NA,Bloc 2,Enherbement haut
2017-07-21,55.528571428571425,523.0857142857142,NA,Bloc 2,Enherbement haut
2017-07-22,55.528571428571425,548.7142857142857,NA,Bloc 2,Enherbement haut
2017-07-23,55.528571428571425,574.342857142857,NA,Bloc 2,Enherbement haut
2017-07-24,55.528571428571425,599.9714285714285,NA,Bloc 2,Enherbement haut
2017-07-25,55.528571428571425,625.5999999999999,NA,Bloc 2,Enherbement haut
2017-07-26,140.4642857142857,630.1999999999999,NA,Bloc 2,Enherbement haut
2017-07-27,140.4642857142857,634.8,NA,Bloc 2,Enherbement haut
2017-07-28,140.4642857142857,639.4,NA,Bloc 2,Enherbement haut
2017-07-29,140.4642857142857,643.9999999999999,NA,Bloc 2,Enherbement haut
2017-07-30,140.4642857142857,648.5999999999999,NA,Bloc 2,Enherbement haut
2017-07-31,140.4642857142857,653.1999999999999,NA,Bloc 2,Enherbement haut
2017-08-01,140.4642857142857,657.8,NA,Bloc 2,Enherbement haut
2017-08-02,271.77551020408157,704.4571428571428,NA,Bloc 2,Enherbement haut
2017-08-03,271.77551020408157,751.1142857142856,NA,Bloc 2,Enherbement haut
2017-08-04,271.77551020408157,797.7714285714285,NA,Bloc 2,Enherbement haut
2017-08-05,271.77551020408157,844.4285714285713,NA,Bloc 2,Enherbement haut
2017-08-06,271.77551020408157,891.0857142857143,NA,Bloc 2,Enherbement haut
2017-08-07,271.77551020408157,937.742857142857,NA,Bloc 2,Enherbement haut
2017-08-08,271.77551020408157,984.4,NA,Bloc 2,Enherbement haut
2017-08-09,146.94567307692307,993.025,NA,Bloc 2,Enherbement haut
2017-08-10,146.94567307692307,1001.65,NA,Bloc 2,Enherbement haut
2017-08-11,146.94567307692307,1010.275,NA,Bloc 2,Enherbement haut
2017-08-12,146.94567307692307,1018.8999999999999,NA,Bloc 2,Enherbement haut
2017-08-13,146.94567307692307,1027.5249999999999,NA,Bloc 2,Enherbement haut
2017-08-14,146.94567307692307,1036.1499999999999,NA,Bloc 2,Enherbement haut
2017-08-15,146.94567307692307,1044.7749999999999,NA,Bloc 2,Enherbement haut
2017-08-16,146.94567307692307,1053.3999999999999,NA,Bloc 2,Enherbement haut
2017-08-17,1560.9681818181818,1396.1,213.89999999999998,Bloc 2,Enherbement haut
2017-08-18,1560.9681818181818,1738.8,213.89999999999998,Bloc 2,Enherbement haut
2017-08-19,889.2161428571428,1793.08,59.8,Bloc 2,Enherbement haut
2017-08-20,889.2161428571428,1847.36,59.8,Bloc 2,Enherbement haut
2017-08-21,889.2161428571428,1901.6399999999999,59.8,Bloc 2,Enherbement haut
2017-08-22,889.2161428571428,1955.9199999999998,59.8,Bloc 2,Enherbement haut
2017-08-23,889.2161428571428,2010.1999999999998,59.8,Bloc 2,Enherbement haut
2017-08-24,1748.8031746031745,1798.6,78.19999999999999,Bloc 2,Enherbement haut
2017-08-25,1748.8031746031745,1586.9999999999998,78.19999999999999,Bloc 2,Enherbement haut
2017-08-26,633.1237878787879,1567.4499999999998,79.35,Bloc 2,Enherbement haut
2017-08-27,633.1237878787879,1547.8999999999999,79.35,Bloc 2,Enherbement haut
2017-08-28,633.1237878787879,1528.35,79.35,Bloc 2,Enherbement haut
2017-08-29,633.1237878787879,1508.8,79.35,Bloc 2,Enherbement haut
2017-08-30,270.8414285714286,1424.4666666666667,119.59999999999998,Bloc 2,Enherbement haut
2017-08-31,270.8414285714286,1340.1333333333332,119.59999999999998,Bloc 2,Enherbement haut
2017-09-01,270.8414285714286,1255.8,119.59999999999998,Bloc 2,Enherbement haut
2017-09-02,114.86857142857143,1186.8,53.35999999999999,Bloc 2,Enherbement haut
2017-09-03,114.86857142857143,1117.8,53.35999999999999,Bloc 2,Enherbement haut
2017-09-04,114.86857142857143,1048.8,53.35999999999999,Bloc 2,Enherbement haut
2017-09-05,114.86857142857143,979.8,53.35999999999999,Bloc 2,Enherbement haut
2017-09-06,114.86857142857143,910.8,53.35999999999999,Bloc 2,Enherbement haut
2017-09-07,221.37499999999997,671.5999999999999,105.8,Bloc 2,Enherbement haut
2017-09-08,221.37499999999997,432.4,105.8,Bloc 2,Enherbement haut
2017-09-09,7.359999999999999,369.84,64.4,Bloc 2,Enherbement haut
2017-09-10,7.359999999999999,307.28,64.4,Bloc 2,Enherbement haut
2017-09-11,7.359999999999999,244.72,64.4,Bloc 2,Enherbement haut
2017-09-12,7.359999999999999,182.16,64.4,Bloc 2,Enherbement haut
2017-09-13,7.359999999999999,119.6,64.4,Bloc 2,Enherbement haut
2017-09-14,0,103.5,172.5,Bloc 2,Enherbement haut
2017-09-15,0,87.39999999999999,172.5,Bloc 2,Enherbement haut
2017-09-16,0,80.96,122.35999999999999,Bloc 2,Enherbement haut
2017-09-17,0,74.52,122.35999999999999,Bloc 2,Enherbement haut
2017-09-18,0,68.08,122.35999999999999,Bloc 2,Enherbement haut
2017-09-19,0,61.63999999999999,122.35999999999999,Bloc 2,Enherbement haut
2017-09-20,0,55.199999999999996,122.35999999999999,Bloc 2,Enherbement haut
2017-09-21,13.799999999999999,78.19999999999999,174.79999999999998,Bloc 2,Enherbement haut
2017-09-22,13.799999999999999,101.19999999999999,174.79999999999998,Bloc 2,Enherbement haut
2017-09-23,7.475,103.49999999999999,100.05,Bloc 2,Enherbement haut
2017-09-24,7.475,105.79999999999998,100.05,Bloc 2,Enherbement haut
2017-09-25,7.475,108.1,100.05,Bloc 2,Enherbement haut
2017-09-26,7.475,110.39999999999999,100.05,Bloc 2,Enherbement haut
2017-09-27,7.666666666666667,81.26666666666667,144.13333333333333,Bloc 2,Enherbement haut
2017-09-28,7.666666666666667,52.13333333333333,144.13333333333333,Bloc 2,Enherbement haut
2017-09-29,7.666666666666667,23,144.13333333333333,Bloc 2,Enherbement haut
2017-09-30,5.175,27.6,70.14999999999999,Bloc 2,Enherbement haut
2017-10-01,5.175,32.2,70.14999999999999,Bloc 2,Enherbement haut
2017-10-02,5.175,36.8,70.14999999999999,Bloc 2,Enherbement haut
2017-10-03,5.175,41.4,70.14999999999999,Bloc 2,Enherbement haut
2017-10-04,0,47.53333333333333,95.06666666666666,Bloc 2,Enherbement haut
2017-10-05,0,53.666666666666664,95.06666666666666,Bloc 2,Enherbement haut
2017-10-06,0,59.8,95.06666666666666,Bloc 2,Enherbement haut
