,0,1,2,3,4
0,0.025105236443752284,0.4575644258256964,1.0,0.0,0.10999296057124834
1,0.0251050132154566,0.45756654639389305,0.9999999940188213,0.0,0.1099914094464364
2,0.02510288536541525,0.4574939104766699,1.0,0.0,0.11000123464392593
3,0.025107938481218922,0.457612311350215,1.0,0.0,0.10999216071796376
4,0.02510519905880178,0.4575646340190344,1.0,0.0,0.10999272830574142
5,0.0250356394658464,0.4568291218906168,1.0,0.0,0.10999300109407471
6,0.02510937403498972,0.4576295177151944,1.0,0.0,0.10999391364660449
7,0.02508491536122688,0.45721927640371796,1.0,0.0,0.10999485695457585
8,0.025103819888160735,0.45753915275264695,1.0,0.0,0.10999339888219618
9,0.025104606754510674,0.45761551525322686,1.0,0.0,0.10999370788934022
