Bloc;Traitm;Arbre;Code.arbre;UC;Annee;Position;Orientation;UCmort;BGterm;Nbinflo;NbUCfille;NbFruit;ApNAture;ApdateC;Apmort;ApdateM;Lat1NAture;Lat1dateC;Lat1mort;Lat1dateM;Lat2NAture;Lat2dateC;Lat2mort;Lat2dateM;Lat3NAture;Lat3dateC;Lat3mort;Lat3dateM;Lat4NAture;Lat4dateC;Lat4mort;Lat4dateM;Lat5NAture;Lat5dateC;Lat5mort;Lat5dateM;Lat6NAture;Lat6dateC;Lat6mort;Lat6dateM;Lat7NAture;Lat7dateC;Lat7mort;Lat7dateM;Lat8NAture;Lat8dateC;Lat8mort;Lat8dateM;Lat9NAture;Lat9dateC;Lat9mort;Lat9dateM
1;B;42;1-B-42;170;2017;L;S;0;1;1;0;0;F;05/09/2018;;26/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;42;1-B-42;171;2017;A;E;0;1;1;0;0;F;04/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;42;1-B-42;172;2017;L;E;0;1;1;0;0;F;07/09/2018;;03/10/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;42;1-B-42;173;2017;A;N;0;1;1;0;3;F;04/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;42;1-B-42;174;2017;A;N;0;1;1;0;3;F;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;42;1-B-42;175;2017;L;SO;0;1;1;0;0;F;17/09/2018;;26/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;42;1-B-42;176;2017;L;O;0;1;1;0;0;F;08/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;43;1-B-43;177;2017;L;O;0;1;3;0;0;F;10/07/2018;;06/09/2018;F;15/07/2018;;06/09/2018;F;13/07/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;43;1-B-43;178;2017;A;E;0;1;1;0;0;F;07/08/2018;;13/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;43;1-B-43;179;2017;L;N;0;1;0;1;0;V;07/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;43;1-B-43;180;2017;L;O;0;1;3;0;0;F;26/07/2018;;06/09/2018;F;NA;;06/09/2018;F;NA;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;43;1-B-43;181;2017;A;E;0;1;1;0;0;F;07/08/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;43;1-B-43;182;2017;A;NE;0;1;1;0;1;F;02/08/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;43;1-B-43;183;2017;L;S;0;1;1;0;0;F;20/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;43;1-B-43;184;2017;A;S;0;1;1;0;0;F;11/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;44;1-B-44;185;2017;A;O;0;1;1;0;0;F;17/09/2018;;20/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;44;1-B-44;186;2017;A;S;0;1;1;0;0;F;11/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;44;1-B-44;187;2017;A;S;0;1;1;0;0;F;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;44;1-B-44;188;2017;L;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;44;1-B-44;189;2017;L;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;44;1-B-44;190;2017;A;NE;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;44;1-B-44;191;2017;L;N;0;1;1;0;0;F;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;44;1-B-44;192;2017;A;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;45;1-B-45;193;2017;L;SO;0;1;1;0;0;F;12/09/2018;;20/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;45;1-B-45;194;2017;A;S;0;1;1;0;0;F;18/08/2018;;20/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;45;1-B-45;195;2017;A;S;0;1;1;0;0;F;02/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;45;1-B-45;196;2017;L;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;45;1-B-45;197;2017;A;NO;0;1;1;0;0;F;08/08/2018;;13/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;45;1-B-45;198;2017;L;N;0;1;1;0;0;BG;NA;;06/09/2018;BG;NA;;06/09/2018;BG;NA;;06/09/2018;BG;NA;06-sept;;F;10/09/2018;;;;;;;;;;;;;;;;;;;;;;
1;B;45;1-B-45;199;2017;L;N;0;1;1;0;0;F;04/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;B;45;1-B-45;200;2017;A;NE;0;1;2;0;0;F;27/07/2018;;06/09/2018;F;18/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;3;1-Sn-3;1;2017;A;O;0;1;1;0;0;F;25/07/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;3;1-Sn-3;2;2017;L;NO;0;1;1;0;0;F;02/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;3;1-Sn-3;3;2017;A;N;0;1;1;0;0;F;10/08/2018;;03/10/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;3;1-Sn-3;4;2017;L;N;0;1;1;0;0;F;05/09/2018;;20/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;3;1-Sn-3;5;2017;L;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;3;1-Sn-3;6;2017;L;E;0;1;1;0;0;F;13/09/2018;;20/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;3;1-Sn-3;7;2017;L;SO;0;1;1;0;0;F;18/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;3;1-Sn-3;8;2017;L;O;0;1;1;0;0;F;28/07/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;4;1-Sn-4;9;2017;L;NO;0;1;0;0;0;BG;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;4;1-Sn-4;10;2017;L;NO;0;1;1;0;0;F;06/09/2018;;26/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;4;1-Sn-4;11;2017;A;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;4;1-Sn-4;12;2017;L;NE;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;4;1-Sn-4;13;2017;A;E;0;1;1;0;0;F;12/08/2018;;20/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;4;1-Sn-4;14;2017;A;E;0;1;1;0;0;F;18/08/2018;;20/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;4;1-Sn-4;15;2017;A;NA;0;1;1;0;0;F;25/08/2018;;26/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;4;1-Sn-4;16;2017;A;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;5;1-Sn-5;17;2017;A;O;0;1;1;0;0;F;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;5;1-Sn-5;18;2017;L;N;0;1;1;0;0;F;03/09/2018;;13/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;5;1-Sn-5;19;2017;L;N;0;0;1;0;0;F;26/08/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;5;1-Sn-5;20;2017;L;N;0;1;1;0;0;F;21/08/2018;;20/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;5;1-Sn-5;21;2017;L;NE;0;1;1;0;0;F;04/09/2018;;03/10/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;5;1-Sn-5;22;2016;A;E;0;0;0;0;0;;;;;BG;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;5;1-Sn-5;23;2016;L;S;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;5;1-Sn-5;24;2017;L;SO;0;0;1;0;0;F;01/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;7;1-Sn-7;25;2016;L;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;7;1-Sn-7;26;2016;L;N;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;7;1-Sn-7;27;2016;A;NE;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;7;1-Sn-7;28;2016;L;NE;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;7;1-Sn-7;29;2016;A;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;7;1-Sn-7;30;2016;L;E;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;7;1-Sn-7;31;2016;L;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;7;1-Sn-7;32;2017;A;O;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;8;1-Sn-8;33;2015;A;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;8;1-Sn-8;34;2016;A;SE;0;1;1;0;0;F;01/09/2018;;03/10/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;8;1-Sn-8;35;2017;A;S;0;1;1;0;0;F;08/09/2018;;26/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;8;1-Sn-8;36;2017;L;O;0;1;1;0;0;F;02/09/2018;;03/10/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;8;1-Sn-8;37;2017;L;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;8;1-Sn-8;38;2016;L;O;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;8;1-Sn-8;39;2017;A;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;8;1-Sn-8;40;2016;L;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;12;1-Sn-12;41;2017;L;NE;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;12;1-Sn-12;42;2016;L;E;0;1;2;0;0;F;06/07/2018;;06/09/2018;F;14/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;12;1-Sn-12;43;2016;L;SE;0;1;2;0;0;F;22/07/2018;;06/09/2018;F;28/07/2018;;06/07/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;12;1-Sn-12;44;2017;L;S;0;0;1;0;0;F;02/08/2018;;13/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;12;1-Sn-12;45;2017;A;N;0;1;1;0;0;F;02/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;12;1-Sn-12;46;2016;A;N;0;1;1;0;0;F;26/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;12;1-Sn-12;47;2017;L;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;12;1-Sn-12;48;2017;A;NA;0;1;1;0;0;F;28/07/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;14;1-Sn-14;49;2017;A;NE;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;14;1-Sn-14;50;2017;A;SE;0;1;1;0;0;F;07/08/2018;;13/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;14;1-Sn-14;51;2017;A;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;14;1-Sn-14;52;2017;A;S;0;1;1;0;0;F;29/07/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;14;1-Sn-14;53;2017;A;O;0;1;1;0;0;F;26/07/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;14;1-Sn-14;54;2017;L;O;0;1;1;0;0;F;26/07/2018;P;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;14;1-Sn-14;55;2017;A;NO;0;1;1;0;0;F;04/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;14;1-Sn-14;56;2017;L;N;0;1;1;0;0;F;07/08/2018;;13/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;16;1-Sn-16;57;2016;L;O;0;1;1;0;0;F;04/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;16;1-Sn-16;58;2017;L;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;16;1-Sn-16;59;2016;L;N;1;1;1;0;0;F;29/07/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;16;1-Sn-16;60;2017;L;O;1;1;1;0;0;F;11/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;16;1-Sn-16;61;2016;A;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;16;1-Sn-16;62;2017;L;ES;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;16;1-Sn-16;63;2017;A;S;0;1;1;0;0;F;07/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;16;1-Sn-16;64;2017;L;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;17;1-Sn-17;65;2017;A;SO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;17;1-Sn-17;66;2016;L;O;0;1;1;0;0;VF;10/09/2018;;03/10/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;17;1-Sn-17;67;2016;L;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;17;1-Sn-17;68;2016;A;NE;0;1;0;0;0;BG;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;17;1-Sn-17;69;2017;A;NE;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;17;1-Sn-17;70;2017;A;SE;0;1;1;0;0;F;02/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;17;1-Sn-17;71;2016;L;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;17;1-Sn-17;72;2017;A;S;0;1;1;0;0;F;08/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;19;1-Sn-19;73;2016;A;SO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;19;1-Sn-19;74;2017;A;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;19;1-Sn-19;75;2017;A;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;19;1-Sn-19;76;2017;A;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;19;1-Sn-19;77;2017;A;NE;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;19;1-Sn-19;78;2017;A;E;0;1;0;1;0;V;20/09/2018;;03/10/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;19;1-Sn-19;79;2017;A;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;19;1-Sn-19;80;2017;L;SE;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;21;1-Sn-21;81;2017;A;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;21;1-Sn-21;82;2017;L;NO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;21;1-Sn-21;83;2017;A;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;21;1-Sn-21;84;2017;A;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;21;1-Sn-21;85;2017;A;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;21;1-Sn-21;86;2017;A;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;21;1-Sn-21;87;2017;A;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;21;1-Sn-21;88;2017;A;NE;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;22;1-Sn-22;89;2017;A;E;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;22;1-Sn-22;90;2017;L;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;22;1-Sn-22;91;2017;L;SE;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;22;1-Sn-22;92;2017;L;SO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;22;1-Sn-22;93;2017;L;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;22;1-Sn-22;94;2017;A;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;22;1-Sn-22;95;2017;L;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;22;1-Sn-22;96;2017;A;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;23;1-Sn-23;97;2017;L;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;23;1-Sn-23;98;2017;A;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;23;1-Sn-23;99;2017;A;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;23;1-Sn-23;100;2017;L;SO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;23;1-Sn-23;101;2017;A;SO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;23;1-Sn-23;102;2017;L;NO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;23;1-Sn-23;103;2017;A;NO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;23;1-Sn-23;104;2017;A;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;24;1-Sn-24;105;2017;A;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;24;1-Sn-24;106;2017;L;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;24;1-Sn-24;107;2017;L;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;24;1-Sn-24;108;2017;A;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;24;1-Sn-24;109;2017;A;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;24;1-Sn-24;110;2017;A;NO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;24;1-Sn-24;111;2017;A;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;24;1-Sn-24;112;2017;A;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;26;1-Sn-26;113;2017;A;E;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;26;1-Sn-26;114;2017;L;SE;0;1;1;0;0;F;30/07/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;26;1-Sn-26;115;2017;A;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;26;1-Sn-26;116;2017;L;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;26;1-Sn-26;117;2017;A;NO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;26;1-Sn-26;118;2017;A;N;0;1;1;0;0;F;01/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;26;1-Sn-26;119;2017;L;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;26;1-Sn-26;120;2017;L;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;28;1-Sn-28;121;2017;A;E;0;1;1;0;3;F;19/06/2018;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;28;1-Sn-28;122;2017;L;E;0;1;1;0;0;F;04/08/2018;;06/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;28;1-Sn-28;123;2017;A;SO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;28;1-Sn-28;124;2016;L;O;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;28;1-Sn-28;125;2016;L;O;0;1;0;1;0;V;11/09/2018;;03/10/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;28;1-Sn-28;126;2016;L;N;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;28;1-Sn-28;127;2017;L;N;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;28;1-Sn-28;128;2017;L;N;0;1;1;0;0;F;07/09/2018;;03/10/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;29;1-Sn-29;129;2017;L;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;29;1-Sn-29;130;2016;A;NO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;29;1-Sn-29;131;2017;L;N;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;29;1-Sn-29;132;2017;A;N;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;29;1-Sn-29;133;2017;L;E;0;1;1;0;0;F;23/08/2018;;13/09/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;29;1-Sn-29;134;2017;L;E;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;29;1-Sn-29;135;2017;A;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;29;1-Sn-29;136;2016;L;S;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;31;1-Sn-31;137;2017;A;O;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Sn;31;1-Sn-31;138;2016;L;NO;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
